drug	organism	mg_per_L	comment
Piperacillin-Tazobactam	Staphylococcus epidermidis	NA	missing
Quinupristin-Dalfopristin	Staphylococcus epidermidis	NA	missing
Rifampicin	Staphylococcus epidermidis	0.064	
Roxithromycin	Staphylococcus epidermidis	1	
Teicoplanin	Staphylococcus epidermidis	NA	missing
Telithromycin	Staphylococcus epidermidis	NA	missing
Tetracycline	Staphylococcus epidermidis	1	
Tigecycline	Staphylococcus epidermidis	0.5	
Tobramycin	Staphylococcus epidermidis	NA	missing
Trimethoprim	Staphylococcus epidermidis	NA	missing
Trimethoprim-Sulfamethoxazole	Staphylococcus epidermidis	0.5	
Vancomycin	Staphylococcus epidermidis	4	
Ceftobiprole	Staphylococcus epidermidis MRSE	NA	missing
Benzylpenicillin	Staphylococcus epidermidis MSSE	NA	missing
Ceftobiprole	Staphylococcus epidermidis MSSE	NA	missing
Ciprofloxacin	Staphylococcus epidermidis MSSE	NA	missing
Clindamycin	Staphylococcus epidermidis MSSE	NA	missing
Daptomycin	Staphylococcus epidermidis MSSE	NA	missing
Erythromycin	Staphylococcus epidermidis MSSE	NA	missing
Fusidic acid	Staphylococcus epidermidis MSSE	0.5	
Linezolid	Staphylococcus epidermidis MSSE	NA	missing
Minocycline	Staphylococcus epidermidis MSSE	NA	missing
Piperacillin-Tazobactam	Staphylococcus epidermidis MSSE	NA	missing
Rifampicin	Staphylococcus epidermidis MSSE	0.064	
Teicoplanin	Staphylococcus epidermidis MSSE	NA	missing
Tetracycline	Staphylococcus epidermidis MSSE	1	
Tigecycline	Staphylococcus epidermidis MSSE	NA	missing
Trimethoprim	Staphylococcus epidermidis MSSE	NA	missing
Vancomycin	Staphylococcus epidermidis MSSE	4	
Amikacin	Staphylococcus haemolyticus	NA	missing
Ampicillin	Staphylococcus haemolyticus	NA	missing
Benzylpenicillin	Staphylococcus haemolyticus	NA	missing
Cefazolin	Staphylococcus haemolyticus	NA	missing
Cefepime	Staphylococcus haemolyticus	NA	missing
Ceftobiprole	Staphylococcus haemolyticus	NA	missing
Ceftriaxone	Staphylococcus haemolyticus	NA	missing
Ciprofloxacin	Staphylococcus haemolyticus	1	
Clinafloxacin	Staphylococcus haemolyticus	NA	missing
Clindamycin	Staphylococcus haemolyticus	0.25	
Daptomycin	Staphylococcus haemolyticus	1	
Doxycycline	Staphylococcus haemolyticus	NA	missing
Ertapenem	Staphylococcus haemolyticus	NA	missing
Erythromycin	Staphylococcus haemolyticus	1	
Fusidic acid	Staphylococcus haemolyticus	0.5	
Gentamicin	Staphylococcus haemolyticus	0.5	
Imipenem	Staphylococcus haemolyticus	0.125	
Levofloxacin	Staphylococcus haemolyticus	0.5	
Linezolid	Staphylococcus haemolyticus	2	
Meropenem	Staphylococcus haemolyticus	0.5	
Minocycline	Staphylococcus haemolyticus	NA	missing
Netilmicin	Staphylococcus haemolyticus	NA	missing
Oxacillin	Staphylococcus haemolyticus	1	
Piperacillin-Tazobactam	Staphylococcus haemolyticus	NA	missing
Quinupristin-Dalfopristin	Staphylococcus haemolyticus	NA	missing
Rifampicin	Staphylococcus haemolyticus	0.064	
Spectinomycin	Staphylococcus haemolyticus	NA	missing
Teicoplanin	Staphylococcus haemolyticus	NA	missing
Tetracycline	Staphylococcus haemolyticus	NA	missing
Tigecycline	Staphylococcus haemolyticus	1	
Tobramycin	Staphylococcus haemolyticus	NA	missing
Trimethoprim	Staphylococcus haemolyticus	NA	missing
Vancomycin	Staphylococcus haemolyticus	4	
Amikacin	Staphylococcus hominis	NA	missing
Ampicillin	Staphylococcus hominis	NA	missing
Benzylpenicillin	Staphylococcus hominis	NA	missing
Cefepime	Staphylococcus hominis	NA	missing
Cefotaxime	Staphylococcus hominis	NA	missing
Ceftobiprole	Staphylococcus hominis	NA	missing
Ceftriaxone	Staphylococcus hominis	NA	missing
Cefuroxime	Staphylococcus hominis	NA	missing
Ciprofloxacin	Staphylococcus hominis	1	
Daptomycin	Staphylococcus hominis	1	
Erythromycin	Staphylococcus hominis	1	
Gentamicin	Staphylococcus hominis	NA	missing
Levofloxacin	Staphylococcus hominis	0.5	
Linezolid	Staphylococcus hominis	2	
Meropenem	Staphylococcus hominis	0.5	
Moxifloxacin	Staphylococcus hominis	0.25	
Netilmicin	Staphylococcus hominis	NA	missing
Oxacillin	Staphylococcus hominis	1	
Piperacillin-Tazobactam	Staphylococcus hominis	NA	missing
Quinupristin-Dalfopristin	Staphylococcus hominis	NA	missing
Spectinomycin	Staphylococcus hominis	NA	missing
Teicoplanin	Staphylococcus hominis	NA	missing
Tobramycin	Staphylococcus hominis	NA	missing
Vancomycin	Staphylococcus hominis	4	
Avilamycin	Staphylococcus hyicus	NA	missing
Ceftiofur	Staphylococcus hyicus	NA	missing
Chloramphenicol	Staphylococcus hyicus	16	
Ciprofloxacin	Staphylococcus hyicus	NA	missing
Erythromycin	Staphylococcus hyicus	1	
Florfenicol	Staphylococcus hyicus	NA	missing
Spectinomycin	Staphylococcus hyicus	NA	missing
Streptomycin	Staphylococcus hyicus	NA	missing
Sulfamethoxazole	Staphylococcus hyicus	NA	missing
Vancomycin	Staphylococcus hyicus	4	
Avilamycin	Staphylococcus intermedius	NA	missing
Chloramphenicol	Staphylococcus intermedius	16	
Ciprofloxacin	Staphylococcus intermedius	1	
Erythromycin	Staphylococcus intermedius	1	
Gentamicin	Staphylococcus intermedius	NA	missing
Streptomycin	Staphylococcus intermedius	NA	missing
Teicoplanin	Staphylococcus intermedius	NA	missing
Vancomycin	Staphylococcus intermedius	4	
Virginiamycin	Staphylococcus intermedius	1	
Ampicillin	Staphylococcus lugdunensis	NA	missing
Benzylpenicillin	Staphylococcus lugdunensis	0.125	
Cefepime	Staphylococcus lugdunensis	NA	missing
Cefoxitin	Staphylococcus lugdunensis	NA	missing
Ceftobiprole	Staphylococcus lugdunensis	NA	missing
Ciprofloxacin	Staphylococcus lugdunensis	1	
Clindamycin	Staphylococcus lugdunensis	0.25	
Doripenem	Staphylococcus lugdunensis	0.25	
Erythromycin	Staphylococcus lugdunensis	NA	missing
Fusidic acid	Staphylococcus lugdunensis	0.5	
Gentamicin	Staphylococcus lugdunensis	NA	missing
Linezolid	Staphylococcus lugdunensis	2	
Meropenem	Staphylococcus lugdunensis	0.5	
Moxifloxacin	Staphylococcus lugdunensis	NA	missing
Mupirocin	Staphylococcus lugdunensis	NA	missing
Oxacillin	Staphylococcus lugdunensis	2	
Quinupristin-Dalfopristin	Staphylococcus lugdunensis	NA	missing
Retapamulin	Staphylococcus lugdunensis	NA	missing
Teicoplanin	Staphylococcus lugdunensis	NA	missing
Tobramycin	Staphylococcus lugdunensis	NA	missing
Vancomycin	Staphylococcus lugdunensis	4	
Ampicillin	Staphylococcus saprophyticus	NA	missing
Benzylpenicillin	Staphylococcus saprophyticus	NA	missing
Cefadroxil	Staphylococcus saprophyticus	NA	missing
Cefalexin	Staphylococcus saprophyticus	NA	missing
Cefalothin (a.k.a. Cefalotin)	Staphylococcus saprophyticus	NA	missing
Cefepime	Staphylococcus saprophyticus	NA	missing
Cefixime	Staphylococcus saprophyticus	NA	missing
Cefotaxime	Staphylococcus saprophyticus	NA	missing
Cefoxitin	Staphylococcus saprophyticus	NA	missing
Ceftobiprole	Staphylococcus saprophyticus	NA	missing
Ceftriaxone	Staphylococcus saprophyticus	NA	missing
Ciprofloxacin	Staphylococcus saprophyticus	1	
Clarithromycin	Staphylococcus saprophyticus	NA	missing
Doripenem	Staphylococcus saprophyticus	0.25	
Doxycycline	Staphylococcus saprophyticus	NA	missing
Ertapenem	Staphylococcus saprophyticus	NA	missing
Erythromycin	Staphylococcus saprophyticus	NA	missing
Fosfomycin	Staphylococcus saprophyticus	NA	missing
Gatifloxacin	Staphylococcus saprophyticus	NA	missing
Gemifloxacin	Staphylococcus saprophyticus	NA	missing
Gentamicin	Staphylococcus saprophyticus	NA	missing
Imipenem	Staphylococcus saprophyticus	0.125	
Levofloxacin	Staphylococcus saprophyticus	0.5	
Linezolid	Staphylococcus saprophyticus	2	
Mecillinam	Staphylococcus saprophyticus	NA	missing
Meropenem	Staphylococcus saprophyticus	0.5	
Moxifloxacin	Staphylococcus saprophyticus	0.25	
Netilmicin	Staphylococcus saprophyticus	NA	missing
Nitrofurantoin	Staphylococcus saprophyticus	32	
Norfloxacin	Staphylococcus saprophyticus	NA	missing
Ofloxacin	Staphylococcus saprophyticus	NA	missing
Oxacillin	Staphylococcus saprophyticus	1	
Phenoxymethylpenicillin	Staphylococcus saprophyticus	NA	missing
Piperacillin-Tazobactam	Staphylococcus saprophyticus	NA	missing
Quinupristin-Dalfopristin	Staphylococcus saprophyticus	NA	missing
Roxithromycin	Staphylococcus saprophyticus	1	
Teicoplanin	Staphylococcus saprophyticus	NA	missing
Telithromycin	Staphylococcus saprophyticus	NA	missing
Tetracycline	Staphylococcus saprophyticus	NA	missing
Tobramycin	Staphylococcus saprophyticus	NA	missing
Vancomycin	Staphylococcus saprophyticus	4	
Ciprofloxacin	Staphylococcus sciuri	1	
Ampicillin	Staphylococcus simulans	NA	missing
Benzylpenicillin	Staphylococcus simulans	NA	missing
Cefepime	Staphylococcus simulans	NA	missing
Ceftriaxone	Staphylococcus simulans	NA	missing
Ciprofloxacin	Staphylococcus simulans	1	
Meropenem	Staphylococcus simulans	NA	missing
Oxacillin	Staphylococcus simulans	1	
Quinupristin-Dalfopristin	Staphylococcus simulans	NA	missing
Teicoplanin	Staphylococcus simulans	NA	missing
Vancomycin	Staphylococcus simulans	4	
Amikacin	Staphylococcus warneri	NA	missing
Ampicillin	Staphylococcus warneri	NA	missing
Benzylpenicillin	Staphylococcus warneri	NA	missing
Cefazolin	Staphylococcus warneri	NA	missing
Cefepime	Staphylococcus warneri	NA	missing
Cefotaxime	Staphylococcus warneri	NA	missing
Ceftobiprole	Staphylococcus warneri	NA	missing
Ceftriaxone	Staphylococcus warneri	NA	missing
Ciprofloxacin	Staphylococcus warneri	1	
Erythromycin	Staphylococcus warneri	1	
Gentamicin	Staphylococcus warneri	NA	missing
Levofloxacin	Staphylococcus warneri	0.5	
Linezolid	Staphylococcus warneri	2	
Meropenem	Staphylococcus warneri	NA	missing
Moxifloxacin	Staphylococcus warneri	0.25	
Netilmicin	Staphylococcus warneri	NA	missing
Oxacillin	Staphylococcus warneri	1	
Piperacillin-Tazobactam	Staphylococcus warneri	NA	missing
Quinupristin-Dalfopristin	Staphylococcus warneri	NA	missing
Roxithromycin	Staphylococcus warneri	1	
Spectinomycin	Staphylococcus warneri	NA	missing
Teicoplanin	Staphylococcus warneri	NA	missing
Tobramycin	Staphylococcus warneri	NA	missing
Vancomycin	Staphylococcus warneri	4	
Ampicillin	Staphylococcus xylosis	NA	missing
Benzylpenicillin	Staphylococcus xylosis	NA	missing
Cefepime	Staphylococcus xylosis	NA	missing
Ceftobiprole	Staphylococcus xylosis	NA	missing
Ciprofloxacin	Staphylococcus xylosis	NA	missing
Meropenem	Staphylococcus xylosis	NA	missing
Oxacillin	Staphylococcus xylosis	1	
Teicoplanin	Staphylococcus xylosis	NA	missing
Vancomycin	Staphylococcus xylosis	4	
Amikacin	Stenotrophomonas maltophilia	NA	missing
Ampicillin	Stenotrophomonas maltophilia	NA	missing
Ampicillin-Sulbactam (ratio)	Stenotrophomonas maltophilia	NA	missing
Aztreonam	Stenotrophomonas maltophilia	NA	missing
Cefepime	Stenotrophomonas maltophilia	NA	missing
Cefoperazone	Stenotrophomonas maltophilia	NA	missing
Cefotaxime	Stenotrophomonas maltophilia	NA	missing
Ceftazidime	Stenotrophomonas maltophilia	NA	missing
Ceftibuten	Stenotrophomonas maltophilia	NA	missing
Ceftobiprole	Stenotrophomonas maltophilia	NA	missing
Ciprofloxacin	Stenotrophomonas maltophilia	NA	missing
Clinafloxacin	Stenotrophomonas maltophilia	NA	missing
Colistin	Stenotrophomonas maltophilia	NA	missing
Doripenem	Stenotrophomonas maltophilia	NA	missing
Doxycycline	Stenotrophomonas maltophilia	8	
Ertapenem	Stenotrophomonas maltophilia	NA	missing
Gatifloxacin	Stenotrophomonas maltophilia	NA	missing
Gemifloxacin	Stenotrophomonas maltophilia	NA	missing
Imipenem	Stenotrophomonas maltophilia	NA	missing
Levofloxacin	Stenotrophomonas maltophilia	NA	missing
Meropenem	Stenotrophomonas maltophilia	NA	missing
Minocycline	Stenotrophomonas maltophilia	1	
Moxifloxacin	Stenotrophomonas maltophilia	NA	missing
Nalidixic acid	Stenotrophomonas maltophilia	NA	missing
Netilmicin	Stenotrophomonas maltophilia	NA	missing
Norfloxacin	Stenotrophomonas maltophilia	NA	missing
Ofloxacin	Stenotrophomonas maltophilia	NA	missing
Piperacillin	Stenotrophomonas maltophilia	NA	missing
Piperacillin-Tazobactam	Stenotrophomonas maltophilia	NA	missing
Sulbactam	Stenotrophomonas maltophilia	NA	missing
Tetracycline	Stenotrophomonas maltophilia	NA	missing
Ticarcillin	Stenotrophomonas maltophilia	NA	missing
Ticarcillin-Clavulanic acid	Stenotrophomonas maltophilia	NA	missing
Tigecycline	Stenotrophomonas maltophilia	4	
Trimethoprim-Sulfamethoxazole	Stenotrophomonas maltophilia	2	
Ampicillin	Streptococcus acidominimus	NA	missing
Benzylpenicillin	Streptococcus acidominimus	NA	missing
Ciprofloxacin	Streptococcus acidominimus	NA	missing
Roxithromycin	Streptococcus acidominimus	NA	missing
Vancomycin	Streptococcus acidominimus	1	
Amoxicillin	Streptococcus agalactiae	0.25	
Ampicillin	Streptococcus agalactiae	0.25	
Benzylpenicillin	Streptococcus agalactiae	0.125	
Cefaclor	Streptococcus agalactiae	NA	missing
Cefepime	Streptococcus agalactiae	0.125	
Cefixime	Streptococcus agalactiae	NA	missing
Cefotaxime	Streptococcus agalactiae	0.125	
Cefpodoxime	Streptococcus agalactiae	NA	missing
Ceftaroline	Streptococcus agalactiae	NA	missing
Ceftobiprole	Streptococcus agalactiae	NA	missing
Cefuroxime	Streptococcus agalactiae	NA	missing
Chloramphenicol	Streptococcus agalactiae	NA	missing
Ciprofloxacin	Streptococcus agalactiae	2	
Clindamycin	Streptococcus agalactiae	0.5	
Daptomycin	Streptococcus agalactiae	0.5	
Doripenem	Streptococcus agalactiae	0.032	
Doxycycline	Streptococcus agalactiae	NA	missing
Ertapenem	Streptococcus agalactiae	NA	missing
Erythromycin	Streptococcus agalactiae	0.25	
Fusidic acid	Streptococcus agalactiae	32	
Gatifloxacin	Streptococcus agalactiae	1	
Gemifloxacin	Streptococcus agalactiae	NA	missing
Gentamicin	Streptococcus agalactiae	NA	missing
Imipenem	Streptococcus agalactiae	0.125	
Levofloxacin	Streptococcus agalactiae	2	
Linezolid	Streptococcus agalactiae	2	
Meropenem	Streptococcus agalactiae	0.125	
Minocycline	Streptococcus agalactiae	0.5	
Moxifloxacin	Streptococcus agalactiae	0.5	
Mupirocin	Streptococcus agalactiae	NA	missing
Nitrofurantoin	Streptococcus agalactiae	16	
Ofloxacin	Streptococcus agalactiae	4	
Oxacillin	Streptococcus agalactiae	NA	missing
Piperacillin	Streptococcus agalactiae	NA	missing
Piperacillin-Tazobactam	Streptococcus agalactiae	1	
Quinupristin-Dalfopristin	Streptococcus agalactiae	NA	missing
Retapamulin	Streptococcus agalactiae	0.125	
Rifampicin	Streptococcus agalactiae	NA	missing
Sparfloxacin	Streptococcus agalactiae	NA	missing
Sulfamethoxazole	Streptococcus agalactiae	NA	missing
Teicoplanin	Streptococcus agalactiae	NA	missing
Telithromycin	Streptococcus agalactiae	NA	missing
Tetracycline	Streptococcus agalactiae	1	
Tigecycline	Streptococcus agalactiae	0.25	
Trimethoprim	Streptococcus agalactiae	NA	missing
Trimethoprim-Sulfamethoxazole	Streptococcus agalactiae	NA	missing
Vancomycin	Streptococcus agalactiae	1	
Amoxicillin	Streptococcus anginosus	0.25	
Benzylpenicillin	Streptococcus anginosus	0.25	
Cefepime	Streptococcus anginosus	NA	missing
Cefotaxime	Streptococcus anginosus	NA	missing
Ceftobiprole	Streptococcus anginosus	NA	missing
Ciprofloxacin	Streptococcus anginosus	NA	missing
Clindamycin	Streptococcus anginosus	NA	missing
Daptomycin	Streptococcus anginosus	0.5	
Doripenem	Streptococcus anginosus	NA	missing
Ertapenem	Streptococcus anginosus	NA	missing
Erythromycin	Streptococcus anginosus	0.25	
Gentamicin	Streptococcus anginosus	NA	missing
Imipenem	Streptococcus anginosus	NA	missing
Linezolid	Streptococcus anginosus	NA	missing
Meropenem	Streptococcus anginosus	NA	missing
Minocycline	Streptococcus anginosus	0.5	
Moxifloxacin	Streptococcus anginosus	0.5	
Oxacillin	Streptococcus anginosus	NA	missing
Piperacillin-Tazobactam	Streptococcus anginosus	1	
Teicoplanin	Streptococcus anginosus	NA	missing
Tetracycline	Streptococcus anginosus	NA	missing
Tigecycline	Streptococcus anginosus	0.25	
Trimethoprim	Streptococcus anginosus	NA	missing
Vancomycin	Streptococcus anginosus	1	
Benzylpenicillin	Streptococcus bovis	0.25	
Ciprofloxacin	Streptococcus bovis	NA	missing
Daptomycin	Streptococcus bovis	0.25	
Doripenem	Streptococcus bovis	NA	missing
Levofloxacin	Streptococcus bovis	2	
Linezolid	Streptococcus bovis	2	
Moxifloxacin	Streptococcus bovis	0.5	
Oxacillin	Streptococcus bovis	NA	missing
Quinupristin-Dalfopristin	Streptococcus bovis	NA	missing
Vancomycin	Streptococcus bovis	1	
Benzylpenicillin	Streptococcus constellatus	0.25	
Cefepime	Streptococcus constellatus	NA	missing
Ceftobiprole	Streptococcus constellatus	NA	missing
Ciprofloxacin	Streptococcus constellatus	NA	missing
Clindamycin	Streptococcus constellatus	NA	missing
Gentamicin	Streptococcus constellatus	NA	missing
Linezolid	Streptococcus constellatus	NA	missing
Moxifloxacin	Streptococcus constellatus	0.5	
Oxacillin	Streptococcus constellatus	NA	missing
Tigecycline	Streptococcus constellatus	0.25	
Vancomycin	Streptococcus constellatus	1	
Benzylpenicillin	Streptococcus dysgalactiae	NA	missing
Clindamycin	Streptococcus dysgalactiae	0.5	
Gentamicin	Streptococcus dysgalactiae	NA	missing
Linezolid	Streptococcus dysgalactiae	NA	missing
Moxifloxacin	Streptococcus dysgalactiae	NA	missing
Vancomycin	Streptococcus dysgalactiae	NA	missing
Benzylpenicillin	Streptococcus equinus	NA	missing
Ciprofloxacin	Streptococcus equinus	NA	missing
Vancomycin	Streptococcus equinus	1	
Benzylpenicillin	Streptococcus gordonii	NA	missing
Ceftobiprole	Streptococcus gordonii	NA	missing
Ciprofloxacin	Streptococcus gordonii	NA	missing
Vancomycin	Streptococcus gordonii	1	
Benzylpenicillin	Streptococcus group C	0.064	
Cefepime	Streptococcus group C	NA	missing
Ciprofloxacin	Streptococcus group C	2	
Levofloxacin	Streptococcus group C	1	
Linezolid	Streptococcus group C	2	
Moxifloxacin	Streptococcus group C	0.25	
Ofloxacin	Streptococcus group C	NA	missing
Oxacillin	Streptococcus group C	NA	missing
Sparfloxacin	Streptococcus group C	NA	missing
Teicoplanin	Streptococcus group C	NA	missing
Vancomycin	Streptococcus group C	1	
Benzylpenicillin	Streptococcus group F	NA	missing
Cefepime	Streptococcus group F	NA	missing
Oxacillin	Streptococcus group F	NA	missing
Amoxicillin	Streptococcus group G	0.064	
Benzylpenicillin	Streptococcus group G	0.064	
Cefepime	Streptococcus group G	NA	missing
Cefotaxime	Streptococcus group G	0.125	
Ceftobiprole	Streptococcus group G	NA	missing
Ciprofloxacin	Streptococcus group G	2	
Clindamycin	Streptococcus group G	0.5	
Daptomycin	Streptococcus group G	0.25	
Doripenem	Streptococcus group G	NA	missing
Ertapenem	Streptococcus group G	NA	missing
Erythromycin	Streptococcus group G	0.25	
Gentamicin	Streptococcus group G	NA	missing
Imipenem	Streptococcus group G	NA	missing
Levofloxacin	Streptococcus group G	1	
Linezolid	Streptococcus group G	2	
Meropenem	Streptococcus group G	NA	missing
Minocycline	Streptococcus group G	0.5	
Moxifloxacin	Streptococcus group G	0.25	
Ofloxacin	Streptococcus group G	NA	missing
Oxacillin	Streptococcus group G	NA	missing
Piperacillin-Tazobactam	Streptococcus group G	0.25	
Sparfloxacin	Streptococcus group G	NA	missing
Teicoplanin	Streptococcus group G	NA	missing
Tetracycline	Streptococcus group G	2	
Tigecycline	Streptococcus group G	NA	missing
Vancomycin	Streptococcus group G	1	
Benzylpenicillin	Streptococcus intermedius	0.25	
Cefepime	Streptococcus intermedius	NA	missing
Ciprofloxacin	Streptococcus intermedius	2	
Gentamicin	Streptococcus intermedius	NA	missing
Imipenem	Streptococcus intermedius	NA	missing
Linezolid	Streptococcus intermedius	NA	missing
Moxifloxacin	Streptococcus intermedius	0.5	
Oxacillin	Streptococcus intermedius	NA	missing
Tigecycline	Streptococcus intermedius	0.25	
Vancomycin	Streptococcus intermedius	1	
Benzylpenicillin	Streptococcus milleri	0.125	
Cefepime	Streptococcus milleri	NA	missing
Ciprofloxacin	Streptococcus milleri	2	
Clarithromycin	Streptococcus milleri	NA	missing
Erythromycin	Streptococcus milleri	NA	missing
Moxifloxacin	Streptococcus milleri	0.5	
Oxacillin	Streptococcus milleri	NA	missing
Piperacillin-Tazobactam	Streptococcus milleri	1	
Roxithromycin	Streptococcus milleri	NA	missing
Telithromycin	Streptococcus milleri	NA	missing
Vancomycin	Streptococcus milleri	1	
Ampicillin	Streptococcus mitis	NA	missing
Benzylpenicillin	Streptococcus mitis	0.25	
Cefepime	Streptococcus mitis	NA	missing
Ciprofloxacin	Streptococcus mitis	4	
Clindamycin	Streptococcus mitis	0.5	
Daptomycin	Streptococcus mitis	1	
Doripenem	Streptococcus mitis	NA	missing
Imipenem	Streptococcus mitis	NA	missing
Levofloxacin	Streptococcus mitis	2	
Linezolid	Streptococcus mitis	2	
Meropenem	Streptococcus mitis	NA	missing
Moxifloxacin	Streptococcus mitis	0.5	
Oxacillin	Streptococcus mitis	NA	missing
Quinupristin-Dalfopristin	Streptococcus mitis	NA	missing
Vancomycin	Streptococcus mitis	1	
Benzylpenicillin	Streptococcus mutans	0.25	
Cefepime	Streptococcus mutans	NA	missing
Moxifloxacin	Streptococcus mutans	0.5	
Oxacillin	Streptococcus mutans	NA	missing
Vancomycin	Streptococcus mutans	1	
Amoxicillin	Streptococcus oralis	0.125	
Benzylpenicillin	Streptococcus oralis	0.25	
Cefepime	Streptococcus oralis	NA	missing
Cefotaxime	Streptococcus oralis	NA	missing
Cefpodoxime	Streptococcus oralis	NA	missing
Ceftobiprole	Streptococcus oralis	NA	missing
Ciprofloxacin	Streptococcus oralis	NA	missing
Clindamycin	Streptococcus oralis	0.5	
Daptomycin	Streptococcus oralis	1	
Doripenem	Streptococcus oralis	0.032	
Ertapenem	Streptococcus oralis	NA	missing
Erythromycin	Streptococcus oralis	NA	missing
Gentamicin	Streptococcus oralis	NA	missing
Imipenem	Streptococcus oralis	NA	missing
Levofloxacin	Streptococcus oralis	2	
Linezolid	Streptococcus oralis	2	
Meropenem	Streptococcus oralis	NA	missing
Minocycline	Streptococcus oralis	0.5	
Moxifloxacin	Streptococcus oralis	NA	missing
Oxacillin	Streptococcus oralis	NA	missing
Piperacillin-Tazobactam	Streptococcus oralis	NA	missing
Quinupristin-Dalfopristin	Streptococcus oralis	NA	missing
Teicoplanin	Streptococcus oralis	NA	missing
Tetracycline	Streptococcus oralis	2	
Tigecycline	Streptococcus oralis	NA	missing
Vancomycin	Streptococcus oralis	1	
Benzylpenicillin	Streptococcus parasanguis	0.25	
Ciprofloxacin	Streptococcus parasanguis	NA	missing
Clindamycin	Streptococcus parasanguis	0.5	
Gentamicin	Streptococcus parasanguis	NA	missing
Vancomycin	Streptococcus parasanguis	1	
Amoxicillin	Streptococcus pneumoniae	0.064	
Ampicillin	Streptococcus pneumoniae	0.064	
Azithromycin	Streptococcus pneumoniae	0.25	
Benzylpenicillin	Streptococcus pneumoniae	0.064	
Cefaclor	Streptococcus pneumoniae	0.5	
Cefadroxil	Streptococcus pneumoniae	NA	missing
Cefalexin	Streptococcus pneumoniae	NA	missing
Cefalothin (a.k.a. Cefalotin)	Streptococcus pneumoniae	NA	missing
Cefazolin	Streptococcus pneumoniae	NA	missing
Cefdinir	Streptococcus pneumoniae	NA	missing
Cefixime	Streptococcus pneumoniae	NA	missing
Cefoperazone	Streptococcus pneumoniae	NA	missing
Cefotaxime	Streptococcus pneumoniae	0.064	
Cefpirome	Streptococcus pneumoniae	NA	missing
Cefpodoxime	Streptococcus pneumoniae	0.125	
Ceftaroline	Streptococcus pneumoniae	0.032	
Ceftazidime	Streptococcus pneumoniae	0.5	
Ceftibuten	Streptococcus pneumoniae	NA	missing
Ceftobiprole	Streptococcus pneumoniae	NA	missing
Ceftriaxone	Streptococcus pneumoniae	0.064	
Cefuroxime	Streptococcus pneumoniae	0.125	
Chloramphenicol	Streptococcus pneumoniae	8	
Ciprofloxacin	Streptococcus pneumoniae	2	
Clarithromycin	Streptococcus pneumoniae	0.125	
Clindamycin	Streptococcus pneumoniae	0.25	
Daptomycin	Streptococcus pneumoniae	0.5	
Doripenem	Streptococcus pneumoniae	0.016	
Doxycycline	Streptococcus pneumoniae	0.5	
Ertapenem	Streptococcus pneumoniae	0.032	
Erythromycin	Streptococcus pneumoniae	0.25	
Fosfomycin	Streptococcus pneumoniae	NA	missing
Fusidic acid	Streptococcus pneumoniae	NA	missing
Gatifloxacin	Streptococcus pneumoniae	1	
Gemifloxacin	Streptococcus pneumoniae	NA	missing
Gentamicin	Streptococcus pneumoniae	NA	missing
Imipenem	Streptococcus pneumoniae	0.016	
Levofloxacin	Streptococcus pneumoniae	2	
Linezolid	Streptococcus pneumoniae	2	
Loracarbef	Streptococcus pneumoniae	NA	missing
Meropenem	Streptococcus pneumoniae	0.016	
Minocycline	Streptococcus pneumoniae	0.5	
Moxifloxacin	Streptococcus pneumoniae	0.5	
Netilmicin	Streptococcus pneumoniae	NA	missing
Norfloxacin	Streptococcus pneumoniae	16	
Ofloxacin	Streptococcus pneumoniae	4	
Oxacillin	Streptococcus pneumoniae	0.5	
Phenoxymethylpenicillin	Streptococcus pneumoniae	NA	missing
Piperacillin	Streptococcus pneumoniae	NA	missing
Piperacillin-Tazobactam	Streptococcus pneumoniae	0.064	
Quinupristin-Dalfopristin	Streptococcus pneumoniae	NA	missing
Rifampicin	Streptococcus pneumoniae	0.125	
Roxithromycin	Streptococcus pneumoniae	NA	missing
Sparfloxacin	Streptococcus pneumoniae	NA	missing
Spiramycin	Streptococcus pneumoniae	NA	missing
Teicoplanin	Streptococcus pneumoniae	0.25	
Telithromycin	Streptococcus pneumoniae	0.064	
Tetracycline	Streptococcus pneumoniae	1	
Tigecycline	Streptococcus pneumoniae	0.25	
Tobramycin	Streptococcus pneumoniae	NA	missing
Trimethoprim	Streptococcus pneumoniae	NA	missing
Trimethoprim-Sulfamethoxazole	Streptococcus pneumoniae	1	
Vancomycin	Streptococcus pneumoniae	1	
Amoxicillin	Streptococcus pyogenes	0.064	
Ampicillin	Streptococcus pyogenes	NA	missing
Azithromycin	Streptococcus pyogenes	0.25	
Benzylpenicillin	Streptococcus pyogenes	0.064	
Cefaclor	Streptococcus pyogenes	NA	missing
Cefadroxil	Streptococcus pyogenes	NA	missing
Cefalothin (a.k.a. Cefalotin)	Streptococcus pyogenes	NA	missing
Cefixime	Streptococcus pyogenes	NA	missing
Cefotaxime	Streptococcus pyogenes	0.064	
Ceftaroline	Streptococcus pyogenes	NA	missing
Ceftazidime	Streptococcus pyogenes	0.5	
Ceftibuten	Streptococcus pyogenes	NA	missing
Ceftobiprole	Streptococcus pyogenes	NA	missing
Chloramphenicol	Streptococcus pyogenes	NA	missing
Ciprofloxacin	Streptococcus pyogenes	1	
Clarithromycin	Streptococcus pyogenes	0.125	
Clindamycin	Streptococcus pyogenes	0.25	
