drug	organism	mg_per_L	comment
Cefalothin (a.k.a. Cefalotin)	Streptococcus uberis	NA	insufficient data
Cefazolin	Enterobacter cloacae	NA	unspecified
Cefazolin	Enterococcus faecalis	NA	insufficient data
Cefazolin	Escherichia coli	4	NA
Cefazolin	Klebsiella oxytoca	NA	insufficient data
Cefazolin	Klebsiella pneumoniae	4	NA
Cefazolin	Morganella morganii	NA	insufficient data
Cefazolin	Pasteurella multocida	NA	insufficient data
Cefazolin	Proteus mirabilis	8	tentative
Cefazolin	Salmonella enterica	4	NA
Cefazolin	Staphylococcus aureus	2	NA
Cefazolin	Staphylococcus capitis	NA	insufficient data
Cefazolin	Staphylococcus epidermidis	NA	insufficient data
Cefazolin	Staphylococcus haemolyticus	NA	insufficient data
Cefazolin	Staphylococcus warneri	NA	insufficient data
Cefazolin	Streptococcus pneumoniae	NA	insufficient data
Cefdinir	Haemophilus influenzae	NA	insufficient data
Cefdinir	Haemophilus parainfluenzae	NA	insufficient data
Cefdinir	Legionella pneumophila	NA	insufficient data
Cefdinir	Moraxella catarrhalis	NA	insufficient data
Cefdinir	Streptococcus pneumoniae	NA	insufficient data
Cefdinir	Yersinia enterocolitica	NA	insufficient data
Cefepime-Clavulanate	Acinetobacter baumannii	NA	insufficient data
Cefepime-Clavulanate	Enterobacter cloacae	NA	insufficient data
Cefepime-Clavulanate	Klebsiella pneumoniae	NA	insufficient data
Cefepime-Enmetazobactam	Acinetobacter baumannii	NA	insufficient data
Cefepime-Enmetazobactam	Citrobacter freundii	0.125	NA
Cefepime-Enmetazobactam	Enterobacter cloacae	0.125	NA
Cefepime-Enmetazobactam	Escherichia coli	0.125	NA
Cefepime-Enmetazobactam	Klebsiella aerogenes	0.125	NA
Cefepime-Enmetazobactam	Klebsiella oxytoca	0.125	NA
Cefepime-Enmetazobactam	Klebsiella pneumoniae	0.125	NA
Cefepime-Enmetazobactam	Proteus mirabilis	0.125	NA
Cefepime-Enmetazobactam	Providencia rettgeri	0.06	NA
Cefepime-Enmetazobactam	Providencia stuartii	0.125	NA
Cefepime-Enmetazobactam	Pseudomonas aeruginosa	8	NA
Cefepime-Enmetazobactam	Serratia marcescens	0.25	NA
Cefepime-Tazobactam	Citrobacter freundii	0.125	tentative
Cefepime-Tazobactam	Enterobacter cloacae	0.25	tentative
Cefepime-Tazobactam	Escherichia coli	0.25	tentative
Cefepime-Tazobactam	Klebsiella aerogenes	NA	insufficient data
Cefepime-Tazobactam	Klebsiella oxytoca	NA	insufficient data
Cefepime-Tazobactam	Klebsiella pneumoniae	0.125	tentative
Cefepime-Tazobactam	Morganella morganii	NA	insufficient data
Cefepime-Tazobactam	Proteus mirabilis	0.125	tentative
Cefepime-Tazobactam	Pseudomonas aeruginosa	8	tentative
Cefepime-Tazobactam	Serratia marcescens	0.25	NA
Cefepime-Tazobactam	Stenotrophomonas maltophilia	NA	insufficient data
Cefepime	Acinetobacter baumannii	NA	insufficient data
Cefepime	Acinetobacter pittii	NA	insufficient data
Cefepime	Alcaligenes faecalis	NA	insufficient data
Cefepime	Citrobacter freundii	0.125	NA
Cefepime	Citrobacter koseri	NA	insufficient data
Cefepime	Enterobacter cloacae	0.125	NA
Cefepime	Enterococcus faecalis	NA	insufficient data
Cefepime	Escherichia coli	0.125	NA
Cefepime	Escherichia coli NCTC 13846	NA	insufficient data
Cefepime	Haemophilus influenzae	0.25	NA
Cefepime	Haemophilus influenzae ATCC 49247	NA	insufficient data
Cefepime	Hafnia alvei	NA	insufficient data
Cefepime	Klebsiella aerogenes	0.125	NA
Cefepime	Klebsiella oxytoca	0.125	NA
Cefepime	Klebsiella pneumoniae	0.125	NA
Cefepime	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
Cefepime	Moraxella catarrhalis	4	tentative
Cefepime	Morganella morganii	0.125	tentative
Cefepime	Neisseria meningitidis	NA	insufficient data
Cefepime	Proteus mirabilis	0.125	NA
Cefepime	Proteus vulgaris	NA	insufficient data
Cefepime	Pseudomonas aeruginosa	8	NA
Cefepime	Pseudomonas aeruginosa ATCC 27853	NA	insufficient data
Cefepime	Pseudomonas fluorescens group	NA	insufficient data
Cefepime	Pseudomonas stutzeri group	NA	insufficient data
Cefepime	Salmonella enterica	0.25	tentative
Cefepime	Serratia marcescens	0.25	NA
Cefepime	Staphylococcus aureus	8	NA
Cefepime	Staphylococcus capitis	NA	insufficient data
Cefepime	Staphylococcus lugdunensis	NA	insufficient data
Cefepime	Staphylococcus saprophyticus	NA	insufficient data
Cefepime	Staphylococcus simulans	NA	insufficient data
Cefepime	Staphylococcus warneri	NA	insufficient data
Cefepime	Staphylococcus xylosus	NA	insufficient data
Cefepime	Stenotrophomonas maltophilia	NA	insufficient data
Cefepime	Streptococcus agalactiae	0.125	tentative
Cefepime	Streptococcus anginosus	NA	insufficient data
Cefepime	Streptococcus anginosus group	NA	insufficient data
Cefepime	Streptococcus constellatus	NA	insufficient data
Cefepime	Streptococcus group G	NA	unspecified
Cefepime	Streptococcus intermedius	NA	insufficient data
Cefepime	Streptococcus mitis	NA	insufficient data
Cefepime	Streptococcus mutans	NA	insufficient data
Cefepime	Streptococcus oralis	NA	insufficient data
Cefepime	Streptococcus salivarius	NA	insufficient data
Cefepime	Streptococcus sanguinis	NA	insufficient data
Cefepime	Yersinia enterocolitica	NA	insufficient data
Cefepime-Zidebactam	Acinetobacter baumannii	NA	insufficient data
Cefepime-Zidebactam	Burkholderia cepacia complex	NA	insufficient data
Cefepime-Zidebactam	Citrobacter freundii	0.125	tentative
Cefepime-Zidebactam	Enterobacter cloacae	NA	insufficient data
Cefepime-Zidebactam	Escherichia coli	0.125	tentative
Cefepime-Zidebactam	Klebsiella aerogenes	0.125	tentative
Cefepime-Zidebactam	Klebsiella oxytoca	0.125	tentative
Cefepime-Zidebactam	Klebsiella pneumoniae	NA	insufficient data
Cefepime-Zidebactam	Morganella morganii	NA	insufficient data
Cefepime-Zidebactam	Proteus mirabilis	NA	insufficient data
Cefepime-Zidebactam	Pseudomonas aeruginosa	8	tentative
Cefepime-Zidebactam	Serratia marcescens	0.25	tentative
Cefepime-Zidebactam	Stenotrophomonas maltophilia	32	tentative
Cefiderocol	Escherichia coli ATCC 25922	NA	unspecified
Cefiderocol	Pseudomonas aeruginosa ATCC 27853	NA	unspecified
Cefixime	Enterobacter cloacae	NA	insufficient data
Cefixime	Escherichia coli	1	tentative
Cefixime	Escherichia coli ATCC 25922	NA	insufficient data
Cefixime	Escherichia coli NCTC 13846	NA	insufficient data
Cefixime	Haemophilus influenzae	0.125	NA
Cefixime	Haemophilus parainfluenzae	NA	insufficient data
Cefixime	Klebsiella aerogenes	NA	insufficient data
Cefixime	Klebsiella oxytoca	NA	insufficient data
Cefixime	Klebsiella pneumoniae	NA	insufficient data
Cefixime	Moraxella catarrhalis	0.125	tentative
Cefixime	Neisseria gonorrhoeae	NA	insufficient data
Cefixime	Proteus mirabilis	NA	insufficient data
Cefixime	Proteus vulgaris	NA	insufficient data
Cefixime	Serratia marcescens	NA	insufficient data
Cefixime	Staphylococcus aureus	NA	insufficient data
Cefixime	Staphylococcus saprophyticus	NA	insufficient data
Cefixime	Streptococcus agalactiae	NA	insufficient data
Cefixime	Streptococcus pneumoniae	0.5	NA
Cefixime	Streptococcus pyogenes	NA	insufficient data
Cefixime	Yersinia enterocolitica	NA	insufficient data
Cefoperazone-Sulbactam	Citrobacter braakii	NA	insufficient data
Cefoperazone-Sulbactam	Haemophilus influenzae	NA	insufficient data
Cefoperazone-Sulbactam	Hafnia alvei	NA	insufficient data
Cefoperazone-Sulbactam	Morganella morganii	NA	insufficient data
Cefoperazone-Sulbactam	Proteus penneri	NA	insufficient data
Cefoperazone-Sulbactam	Providencia stuartii	NA	insufficient data
Cefoperazone-Sulbactam	Serratia liquefaciens	NA	insufficient data
Cefoperazone-Sulbactam	Staphylococcus aureus	NA	insufficient data
Cefoperazone-Sulbactam	Stenotrophomonas maltophilia	NA	insufficient data
Cefoperazone-Sulbactam	Streptococcus pneumoniae	NA	insufficient data
Cefoperazone	Acinetobacter baumannii	NA	insufficient data
Cefoperazone	Citrobacter braakii	NA	insufficient data
Cefoperazone	Enterobacter cloacae	NA	insufficient data
Cefoperazone	Escherichia coli	1	tentative
Cefoperazone	Haemophilus influenzae	NA	insufficient data
Cefoperazone	Hafnia alvei	NA	insufficient data
Cefoperazone	Klebsiella oxytoca	NA	insufficient data
Cefoperazone	Klebsiella pneumoniae	NA	insufficient data
Cefoperazone	Moraxella catarrhalis	NA	insufficient data
Cefoperazone	Morganella morganii	4	tentative
Cefoperazone	Proteus mirabilis	4	tentative
Cefoperazone	Proteus penneri	NA	insufficient data
Cefoperazone	Proteus vulgaris	4	tentative
Cefoperazone	Providencia stuartii	NA	insufficient data
Cefoperazone	Salmonella enterica	NA	unspecified
Cefoperazone	Salmonella Enteritidis	NA	unspecified
Cefoperazone	Salmonella Typhi	NA	unspecified
Cefoperazone	Serratia liquefaciens	NA	insufficient data
Cefoperazone	Serratia marcescens	NA	insufficient data
Cefoperazone	Staphylococcus aureus	NA	insufficient data
Cefoperazone	Stenotrophomonas maltophilia	NA	insufficient data
Cefoperazone	Streptococcus pneumoniae	NA	insufficient data
Cefoperazone	Streptococcus uberis	NA	insufficient data
Cefoperazone	Yersinia enterocolitica	NA	insufficient data
Cefoselis	Enterobacter cloacae	0.25	NA
Cefoselis	Escherichia coli	0.125	NA
Cefoselis	Klebsiella pneumoniae	0.125	NA
Cefoselis	Proteus mirabilis	0.25	NA
Cefoselis	Pseudomonas aeruginosa	16	NA
Cefotaxime-Clavulanate	Acinetobacter baumannii	NA	insufficient data
Cefotaxime-Clavulanate	Enterobacter cloacae	0.25	tentative
Cefotaxime-Clavulanate	Escherichia coli	0.25	NA
Cefotaxime-Clavulanate	Klebsiella aerogenes	NA	insufficient data
Cefotaxime-Clavulanate	Klebsiella oxytoca	0.25	tentative
Cefotaxime-Clavulanate	Klebsiella pneumoniae	0.25	tentative
Cefotaxime-Clavulanate	Staphylococcus aureus	4	NA
Cefotaxime	Acinetobacter baumannii	64	NA
Cefotaxime	Citrobacter freundii	0.5	tentative
Cefotaxime	Citrobacter koseri	NA	insufficient data
Cefotaxime	Clostridioides difficile	NA	insufficient data
Cefotaxime	Corynebacterium diphtheriae	NA	insufficient data
Cefotaxime	Corynebacterium ulcerans	NA	insufficient data
Cefotaxime	Enterobacter agglomerans	NA	insufficient data
Cefotaxime	Enterobacter cloacae	1	NA
Cefotaxime	Escherichia coli	0.25	NA
Cefotaxime	Escherichia coli ATCC 25922	NA	insufficient data
Cefotaxime	Escherichia coli NCTC 13846	NA	insufficient data
Cefotaxime	Haemophilus influenzae	0.06	NA
Cefotaxime	Haemophilus influenzae ATCC 49247	NA	insufficient data
Cefotaxime	Kingella kingae	NA	insufficient data
Cefotaxime	Klebsiella aerogenes	0.5	NA
Cefotaxime	Klebsiella oxytoca	0.125	NA
Cefotaxime	Klebsiella pneumoniae	0.25	NA
Cefotaxime	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
Cefotaxime	Legionella pneumophila	NA	insufficient data
Cefotaxime	Moraxella catarrhalis	0.25	NA
Cefotaxime	Morganella morganii	NA	insufficient data
Cefotaxime	Neisseria gonorrhoeae	0.016	NA
Cefotaxime	Neisseria meningitidis	0.016	NA
Cefotaxime	Nocardia aboflava	NA	insufficient data
Cefotaxime	Nocardia abscessus	NA	insufficient data
Cefotaxime	Plesiomonas shigelloides	NA	insufficient data
Cefotaxime	Prevotella spp beta lactamase neg	NA	unspecified
Cefotaxime	Prevotella spp beta lactamase pos	NA	unspecified
Cefotaxime	Proteus mirabilis	0.06	tentative
Cefotaxime	Proteus vulgaris	NA	insufficient data
Cefotaxime	Pseudomonas aeruginosa	64	NA
Cefotaxime	Salmonella enterica	0.5	tentative
Cefotaxime	Serratia liquefaciens	NA	insufficient data
Cefotaxime	Serratia marcescens	NA	insufficient data
Cefotaxime	Staphylococcus aureus	4	NA
Cefotaxime	Staphylococcus aureus ATCC 29213	NA	insufficient data
Cefotaxime	Staphylococcus capitis	NA	insufficient data
Cefotaxime	Staphylococcus coagulase negative	NA	insufficient data
Cefotaxime	Staphylococcus epidermidis	NA	insufficient data
Cefotaxime	Staphylococcus hominis	NA	insufficient data
Cefotaxime	Staphylococcus saprophyticus	NA	insufficient data
Cefotaxime	Staphylococcus warneri	NA	insufficient data
Cefotaxime	Stenotrophomonas maltophilia	NA	insufficient data
Cefotaxime	Streptococcus agalactiae	0.125	NA
Cefotaxime	Streptococcus anginosus	NA	insufficient data
Cefotaxime	Streptococcus anginosus group	NA	unspecified
Cefotaxime	Streptococcus bovis equinus group	NA	unspecified
Cefotaxime	Streptococcus constellatus	NA	unspecified
Cefotaxime	Streptococcus group G	NA	unspecified
Cefotaxime	Streptococcus mitis	NA	unspecified
Cefotaxime	Streptococcus mitis group	NA	unspecified
Cefotaxime	Streptococcus oralis	0.5	NA
Cefotaxime	Streptococcus pneumoniae	0.06	NA
Cefotaxime	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
Cefotaxime	Streptococcus pyogenes	0.03	NA
Cefotaxime	Streptococcus salivarius	NA	unspecified
Cefotaxime	Streptococcus salivarius group	NA	unspecified
Cefotaxime	Streptococcus sanguinis	NA	unspecified
Cefotaxime	Streptococcus sanguinis group	NA	unspecified
Cefotaxime	Streptococcus uberis	NA	unspecified
Cefotaxime	Vibrio alginolyticus	NA	unspecified
Cefotaxime	Vibrio cholerae	NA	unspecified
Cefotaxime	Vibrio fluvialis	NA	unspecified
Cefotaxime	Vibrio parahaemolyticus	NA	unspecified
Cefotaxime	Vibrio vulnificus	NA	unspecified
Cefotaxime	Yersinia enterocolitica	0.25	tentative
Cefoxitin	Bacteroides fragilis	32	NA
Cefoxitin	Bacteroides fragilis group	NA	insufficient data
Cefoxitin	Bacteroides ovatus	NA	insufficient data
Cefoxitin	Bacteroides thetaiotaomicron	NA	insufficient data
Cefoxitin	Bacteroides vulgatus	NA	insufficient data
Cefoxitin	Citrobacter koseri	NA	insufficient data
Cefoxitin	Clostridium perfringens	NA	insufficient data
Cefoxitin	Enterobacter cloacae	NA	unspecified
Cefoxitin	Escherichia coli	16	NA
Cefoxitin	Haemophilus influenzae	NA	insufficient data
Cefoxitin	Haemophilus parainfluenzae	NA	insufficient data
Cefoxitin	Klebsiella oxytoca	8	NA
Cefoxitin	Klebsiella pneumoniae	8	NA
Cefoxitin	Morganella morganii	16	NA
Cefoxitin	Proteus mirabilis	8	NA
Cefoxitin	Proteus vulgaris	NA	insufficient data
Cefoxitin	Providencia rettgeri	NA	unspecified
Cefoxitin	Providencia stuartii	NA	unspecified
Cefoxitin	Salmonella agona	NA	unspecified
Cefoxitin	Salmonella anatum	NA	unspecified
Cefoxitin	Salmonella bareilly	NA	unspecified
Cefoxitin	Salmonella braenderup	NA	unspecified
Cefoxitin	Salmonella derby	NA	unspecified
Cefoxitin	Salmonella Dublin	NA	unspecified
Cefoxitin	Salmonella enterica	8	NA
Cefoxitin	Salmonella Enteritidis	NA	unspecified
Cefoxitin	Salmonella Group B	NA	unspecified
Cefoxitin	Salmonella Group C	NA	unspecified
Cefoxitin	Salmonella hadar	NA	unspecified
Cefoxitin	Salmonella hartford	NA	unspecified
Cefoxitin	Salmonella heidelberg	NA	unspecified
Cefoxitin	Salmonella infantis	NA	unspecified
Cefoxitin	Salmonella javiana	NA	unspecified
Cefoxitin	Salmonella litchfield	NA	unspecified
Cefoxitin	Salmonella manhattan	NA	unspecified
Cefoxitin	Salmonella mbandaka	NA	unspecified
Cefoxitin	Salmonella mississippi	NA	unspecified
Cefoxitin	Salmonella montevideo	NA	unspecified
Cefoxitin	Salmonella muenchen	NA	unspecified
Cefoxitin	Salmonella newport	NA	unspecified
Cefoxitin	Salmonella oranienburg	NA	unspecified
Cefoxitin	Salmonella panama	NA	unspecified
Cefoxitin	Salmonella Paratyphi	NA	unspecified
Cefoxitin	Salmonella poona	NA	unspecified
Cefoxitin	Salmonella rubislaw	NA	unspecified
Cefoxitin	Salmonella saintpaul	NA	unspecified
Cefoxitin	Salmonella sandiego	NA	unspecified
Cefoxitin	Salmonella schwarzengrund	NA	unspecified
Cefoxitin	Salmonella senftenberg	NA	unspecified
Cefoxitin	Salmonella stanley	NA	unspecified
Cefoxitin	Salmonella thompson	NA	unspecified
Cefoxitin	Salmonella Typhi	2	NA
Cefoxitin	Salmonella Typhimurium	NA	unspecified
Cefoxitin	Salmonella virchow	NA	unspecified
Cefoxitin	Serratia liquefaciens	NA	insufficient data
Cefoxitin	Serratia marcescens	64	NA
Cefoxitin	Shigella flexneri	NA	insufficient data
Cefoxitin	Shigella sonnei	NA	insufficient data
Cefoxitin	Staphylococcus aureus	4	NA
Cefoxitin	Staphylococcus aureus ATCC 29213	NA	insufficient data
Cefoxitin	Staphylococcus aureus MRSA	NA	insufficient data
Cefoxitin	Staphylococcus aureus MSSA	4	tentative
Cefoxitin	Staphylococcus capitis	8	NA
Cefoxitin	Staphylococcus epidermidis	4	NA
Cefoxitin	Staphylococcus haemolyticus	8	tentative
Cefoxitin	Staphylococcus hominis	8	NA
Cefoxitin	Staphylococcus lugdunensis	NA	insufficient data
Cefoxitin	Staphylococcus saprophyticus	NA	insufficient data
Cefoxitin	Staphylococcus warneri	4	tentative
Cefoxitin	Streptococcus uberis	NA	unspecified
Cefoxitin	Yersinia enterocolitica	NA	insufficient data
Cefpirome	Citrobacter braakii	NA	unspecified
Cefpirome	Citrobacter freundii	NA	insufficient data
Cefpirome	Citrobacter koseri	NA	insufficient data
Cefpirome	Enterobacter cloacae	NA	insufficient data
Cefpirome	Escherichia coli	0.25	NA
Cefpirome	Haemophilus influenzae	NA	insufficient data
Cefpirome	Klebsiella aerogenes	NA	insufficient data
Cefpirome	Klebsiella oxytoca	NA	insufficient data
Cefpirome	Klebsiella pneumoniae	0.25	tentative
Cefpirome	Moraxella catarrhalis	NA	insufficient data
Cefpirome	Morganella morganii	NA	insufficient data
Cefpirome	Neisseria gonorrhoeae	NA	insufficient data
Cefpirome	Proteus mirabilis	NA	insufficient data
Cefpirome	Proteus vulgaris	NA	insufficient data
Cefpirome	Pseudomonas fluorescens group	NA	insufficient data
Cefpirome	Pseudomonas stutzeri group	NA	insufficient data
Cefpirome	Salmonella enterica	NA	insufficient data
Cefpirome	Serratia liquefaciens	NA	insufficient data
Cefpirome	Serratia marcescens	NA	insufficient data
Cefpirome	Staphylococcus saprophyticus	NA	insufficient data
Cefpirome	Streptococcus pneumoniae	NA	insufficient data
Cefpodoxime-Clavulanic acid	Citrobacter freundii	NA	insufficient data
Cefpodoxime-Clavulanic acid	Serratia liquefaciens	NA	insufficient data
Cefpodoxime-Clavulanic acid	Serratia marcescens	NA	insufficient data
Cefpodoxime	Citrobacter freundii	8	tentative
Cefpodoxime	Citrobacter koseri	NA	insufficient data
Cefpodoxime	Enterobacter cloacae	NA	insufficient data
Cefpodoxime	Escherichia coli	2	tentative
Cefpodoxime	Haemophilus influenzae	0.25	NA
Cefpodoxime	Klebsiella aerogenes	NA	insufficient data
Cefpodoxime	Klebsiella pneumoniae	NA	insufficient data
Cefpodoxime	Legionella pneumophila	NA	insufficient data
Cefpodoxime	Moraxella catarrhalis	2	tentative
Cefpodoxime	Salmonella enterica	NA	insufficient data
Cefpodoxime	Serratia liquefaciens	NA	insufficient data
Cefpodoxime	Serratia marcescens	4	tentative
Cefpodoxime	Staphylococcus aureus	NA	insufficient data
Cefpodoxime	Staphylococcus saprophyticus	NA	insufficient data
Cefpodoxime	Streptococcus agalactiae	NA	insufficient data
Cefpodoxime	Streptococcus pneumoniae	0.125	NA
Cefpodoxime	Streptococcus pyogenes	NA	insufficient data
Cefpodoxime	Yersinia enterocolitica	NA	insufficient data
Cefquinome	Actinobacillus pleuropneumoniae	0.06	tentative
Cefquinome	Escherichia coli	NA	insufficient data
Cefquinome	Klebsiella oxytoca	NA	insufficient data
Cefquinome	Klebsiella pneumoniae	0.125	tentative
Cefquinome	Klebsiella variicola	NA	insufficient data
Cefquinome	Mannheimia haemolytica	0.06	NA
Cefquinome	Pasteurella multocida	0.125	NA
Cefradine	Escherichia coli	NA	insufficient data
Cefradine	Klebsiella pneumoniae	NA	insufficient data
Cefradine	Proteus mirabilis	NA	insufficient data
Ceftaroline	Enterococcus faecalis ATCC 29212	NA	insufficient data
Ceftaroline	Escherichia coli	NA	insufficient data
Ceftaroline	Haemophilus influenzae	NA	unspecified
Ceftaroline	Klebsiella oxytoca	NA	insufficient data
Ceftaroline	Klebsiella pneumoniae	NA	insufficient data
Ceftaroline	Staphylococcus aureus	1	tentative
