version	drug	organism	mg_per_L	comment
2024	Cefalexin	Actinobacillus pleuropneumoniae	4	tentative
2024	Cefalexin	Escherichia coli	32	tentative
2024	Cefalexin	Escherichia coli ATCC 25922	NA	insufficient data
2024	Cefalexin	Escherichia coli NCTC 13846	NA	insufficient data
2024	Cefalexin	Haemophilus influenzae	NA	insufficient data
2024	Cefalexin	Haemophilus parasuis	NA	insufficient data
2024	Cefalexin	Klebsiella pneumoniae	NA	insufficient data
2024	Cefalexin	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
2024	Cefalexin	Mannheimia haemolytica	4	NA
2024	Cefalexin	Moraxella catarrhalis	NA	insufficient data
2024	Cefalexin	Morganella morganii	NA	insufficient data
2024	Cefalexin	Neisseria gonorrhoeae	NA	insufficient data
2024	Cefalexin	Pasteurella multocida	8	NA
2024	Cefalexin	Proteus mirabilis	NA	insufficient data
2024	Cefalexin	Staphylococcus aureus	NA	insufficient data
2024	Cefalexin	Staphylococcus hyicus	8	tentative
2024	Cefalexin	Staphylococcus pseudintermedius	4	NA
2024	Cefalexin	Staphylococcus saprophyticus	NA	insufficient data
2024	Cefalexin	Streptococcus agalactiae	NA	insufficient data
2024	Cefalexin	Streptococcus dysgalactiae	NA	insufficient data
2024	Cefalexin	Streptococcus pneumoniae	NA	insufficient data
2024	Cefalexin	Streptococcus uberis	NA	insufficient data
2024	Cefaloridine	Escherichia coli	NA	insufficient data
2024	Cefaloridine	Klebsiella pneumoniae	NA	insufficient data
2024	Cefaloridine	Proteus mirabilis	NA	insufficient data
2024	Cefalothin (a.k.a. Cefalotin)	Citrobacter freundii	NA	insufficient data
2024	Cefalothin (a.k.a. Cefalotin)	Citrobacter koseri	NA	insufficient data
2024	Cefalothin (a.k.a. Cefalotin)	Enterobacter agglomerans	NA	insufficient data
2024	Cefalothin (a.k.a. Cefalotin)	Enterobacter cloacae	NA	insufficient data
2024	Cefalothin (a.k.a. Cefalotin)	Enterococcus faecalis	NA	insufficient data
2024	Cefalothin (a.k.a. Cefalotin)	Escherichia coli	32	NA
2024	Cefalothin (a.k.a. Cefalotin)	Klebsiella oxytoca	NA	insufficient data
2024	Cefalothin (a.k.a. Cefalotin)	Klebsiella pneumoniae	16	tentative
2024	Cefalothin (a.k.a. Cefalotin)	Moraxella catarrhalis	NA	insufficient data
2024	Cefalothin (a.k.a. Cefalotin)	Proteus mirabilis	16	tentative
2024	Cefalothin (a.k.a. Cefalotin)	Salmonella enterica	16	tentative
2024	Cefalothin (a.k.a. Cefalotin)	Staphylococcus aureus	1	NA
2024	Cefalothin (a.k.a. Cefalotin)	Staphylococcus saprophyticus	NA	insufficient data
2024	Cefalothin (a.k.a. Cefalotin)	Streptococcus pneumoniae	NA	insufficient data
2024	Cefalothin (a.k.a. Cefalotin)	Streptococcus pyogenes	NA	insufficient data
2024	Cefalothin (a.k.a. Cefalotin)	Streptococcus uberis	NA	insufficient data
2024	Cefazolin	Enterobacter cloacae	NA	unspecified
2024	Cefazolin	Enterococcus faecalis	NA	insufficient data
2024	Cefazolin	Escherichia coli	4	NA
2024	Cefazolin	Klebsiella oxytoca	NA	insufficient data
2024	Cefazolin	Klebsiella pneumoniae	4	NA
2024	Cefazolin	Morganella morganii	NA	insufficient data
2024	Cefazolin	Pasteurella multocida	NA	insufficient data
2024	Cefazolin	Proteus mirabilis	8	tentative
2024	Cefazolin	Salmonella enterica	4	NA
2024	Cefazolin	Staphylococcus aureus	2	NA
2024	Cefazolin	Staphylococcus capitis	NA	insufficient data
2024	Cefazolin	Staphylococcus epidermidis	NA	insufficient data
2024	Cefazolin	Staphylococcus haemolyticus	NA	insufficient data
2024	Cefazolin	Staphylococcus warneri	NA	insufficient data
2024	Cefazolin	Streptococcus pneumoniae	NA	insufficient data
2024	Cefdinir	Haemophilus influenzae	NA	insufficient data
2024	Cefdinir	Haemophilus parainfluenzae	NA	insufficient data
2024	Cefdinir	Legionella pneumophila	NA	insufficient data
2024	Cefdinir	Moraxella catarrhalis	NA	insufficient data
2024	Cefdinir	Streptococcus pneumoniae	NA	insufficient data
2024	Cefdinir	Yersinia enterocolitica	NA	insufficient data
2024	Cefepime-Clavulanate	Acinetobacter baumannii	NA	insufficient data
2024	Cefepime-Clavulanate	Enterobacter cloacae	NA	insufficient data
2024	Cefepime-Clavulanate	Klebsiella pneumoniae	NA	insufficient data
2024	Cefepime-Enmetazobactam	Acinetobacter baumannii	NA	insufficient data
2024	Cefepime-Enmetazobactam	Citrobacter freundii	0.125	NA
2024	Cefepime-Enmetazobactam	Enterobacter cloacae	0.125	NA
2024	Cefepime-Enmetazobactam	Escherichia coli	0.125	NA
2024	Cefepime-Enmetazobactam	Klebsiella aerogenes	0.125	NA
2024	Cefepime-Enmetazobactam	Klebsiella oxytoca	0.125	NA
2024	Cefepime-Enmetazobactam	Klebsiella pneumoniae	0.125	NA
2024	Cefepime-Enmetazobactam	Proteus mirabilis	0.125	NA
2024	Cefepime-Enmetazobactam	Providencia rettgeri	0.06	NA
2024	Cefepime-Enmetazobactam	Providencia stuartii	0.125	NA
2024	Cefepime-Enmetazobactam	Pseudomonas aeruginosa	8	NA
2024	Cefepime-Enmetazobactam	Serratia marcescens	0.25	NA
2024	Cefepime-Tazobactam	Citrobacter freundii	0.125	tentative
2024	Cefepime-Tazobactam	Enterobacter cloacae	0.25	tentative
2024	Cefepime-Tazobactam	Escherichia coli	0.25	tentative
2024	Cefepime-Tazobactam	Klebsiella aerogenes	NA	insufficient data
2024	Cefepime-Tazobactam	Klebsiella oxytoca	NA	insufficient data
2024	Cefepime-Tazobactam	Klebsiella pneumoniae	0.125	tentative
2024	Cefepime-Tazobactam	Morganella morganii	NA	insufficient data
2024	Cefepime-Tazobactam	Proteus mirabilis	0.125	tentative
2024	Cefepime-Tazobactam	Pseudomonas aeruginosa	8	tentative
2024	Cefepime-Tazobactam	Serratia marcescens	0.25	NA
2024	Cefepime-Tazobactam	Stenotrophomonas maltophilia	NA	insufficient data
2024	Cefepime	Acinetobacter baumannii	NA	insufficient data
2024	Cefepime	Acinetobacter pittii	NA	insufficient data
2024	Cefepime	Alcaligenes faecalis	NA	insufficient data
2024	Cefepime	Citrobacter freundii	0.125	NA
2024	Cefepime	Citrobacter koseri	NA	insufficient data
2024	Cefepime	Enterobacter cloacae	0.125	NA
2024	Cefepime	Enterococcus faecalis	NA	insufficient data
2024	Cefepime	Escherichia coli	0.125	NA
2024	Cefepime	Escherichia coli NCTC 13846	NA	insufficient data
2024	Cefepime	Haemophilus influenzae	0.25	NA
2024	Cefepime	Haemophilus influenzae ATCC 49247	NA	insufficient data
2024	Cefepime	Hafnia alvei	NA	insufficient data
2024	Cefepime	Klebsiella aerogenes	0.125	NA
2024	Cefepime	Klebsiella oxytoca	0.125	NA
2024	Cefepime	Klebsiella pneumoniae	0.125	NA
2024	Cefepime	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
2024	Cefepime	Moraxella catarrhalis	4	tentative
2024	Cefepime	Morganella morganii	0.125	tentative
2024	Cefepime	Neisseria meningitidis	NA	insufficient data
2024	Cefepime	Proteus mirabilis	0.125	NA
2024	Cefepime	Proteus vulgaris	NA	insufficient data
2024	Cefepime	Pseudomonas aeruginosa	8	NA
2024	Cefepime	Pseudomonas aeruginosa ATCC 27853	NA	insufficient data
2024	Cefepime	Pseudomonas fluorescens group	NA	insufficient data
2024	Cefepime	Pseudomonas stutzeri group	NA	insufficient data
2024	Cefepime	Salmonella enterica	0.25	tentative
2024	Cefepime	Serratia marcescens	0.25	NA
2024	Cefepime	Staphylococcus aureus	8	NA
2024	Cefepime	Staphylococcus capitis	NA	insufficient data
2024	Cefepime	Staphylococcus lugdunensis	NA	insufficient data
2024	Cefepime	Staphylococcus saprophyticus	NA	insufficient data
2024	Cefepime	Staphylococcus simulans	NA	insufficient data
2024	Cefepime	Staphylococcus warneri	NA	insufficient data
2024	Cefepime	Staphylococcus xylosus	NA	insufficient data
2024	Cefepime	Stenotrophomonas maltophilia	NA	insufficient data
2024	Cefepime	Streptococcus agalactiae	0.125	tentative
2024	Cefepime	Streptococcus anginosus	NA	insufficient data
2024	Cefepime	Streptococcus anginosus group	NA	insufficient data
2024	Cefepime	Streptococcus constellatus	NA	insufficient data
2024	Cefepime	Streptococcus group G	NA	unspecified
2024	Cefepime	Streptococcus intermedius	NA	insufficient data
2024	Cefepime	Streptococcus mitis	NA	insufficient data
2024	Cefepime	Streptococcus mutans	NA	insufficient data
2024	Cefepime	Streptococcus oralis	NA	insufficient data
2024	Cefepime	Streptococcus salivarius	NA	insufficient data
2024	Cefepime	Streptococcus sanguinis	NA	insufficient data
2024	Cefepime	Yersinia enterocolitica	NA	insufficient data
2024	Cefepime-Zidebactam	Acinetobacter baumannii	NA	insufficient data
2024	Cefepime-Zidebactam	Burkholderia cepacia complex	NA	insufficient data
2024	Cefepime-Zidebactam	Citrobacter freundii	0.125	tentative
2024	Cefepime-Zidebactam	Enterobacter cloacae	NA	insufficient data
2024	Cefepime-Zidebactam	Escherichia coli	0.125	tentative
2024	Cefepime-Zidebactam	Klebsiella aerogenes	0.125	tentative
2024	Cefepime-Zidebactam	Klebsiella oxytoca	0.125	tentative
2024	Cefepime-Zidebactam	Klebsiella pneumoniae	NA	insufficient data
2024	Cefepime-Zidebactam	Morganella morganii	NA	insufficient data
2024	Cefepime-Zidebactam	Proteus mirabilis	NA	insufficient data
2024	Cefepime-Zidebactam	Pseudomonas aeruginosa	8	tentative
2024	Cefepime-Zidebactam	Serratia marcescens	0.25	tentative
2024	Cefepime-Zidebactam	Stenotrophomonas maltophilia	32	tentative
2024	Cefiderocol	Escherichia coli ATCC 25922	NA	unspecified
2024	Cefiderocol	Pseudomonas aeruginosa ATCC 27853	NA	unspecified
2024	Cefixime	Enterobacter cloacae	NA	insufficient data
2024	Cefixime	Escherichia coli	1	tentative
2024	Cefixime	Escherichia coli ATCC 25922	NA	insufficient data
2024	Cefixime	Escherichia coli NCTC 13846	NA	insufficient data
2024	Cefixime	Haemophilus influenzae	0.125	NA
2024	Cefixime	Haemophilus parainfluenzae	NA	insufficient data
2024	Cefixime	Klebsiella aerogenes	NA	insufficient data
2024	Cefixime	Klebsiella oxytoca	NA	insufficient data
2024	Cefixime	Klebsiella pneumoniae	NA	insufficient data
2024	Cefixime	Moraxella catarrhalis	0.125	tentative
2024	Cefixime	Neisseria gonorrhoeae	NA	insufficient data
2024	Cefixime	Proteus mirabilis	NA	insufficient data
2024	Cefixime	Proteus vulgaris	NA	insufficient data
2024	Cefixime	Serratia marcescens	NA	insufficient data
2024	Cefixime	Staphylococcus aureus	NA	insufficient data
2024	Cefixime	Staphylococcus saprophyticus	NA	insufficient data
2024	Cefixime	Streptococcus agalactiae	NA	insufficient data
2024	Cefixime	Streptococcus pneumoniae	0.5	NA
2024	Cefixime	Streptococcus pyogenes	NA	insufficient data
2024	Cefixime	Yersinia enterocolitica	NA	insufficient data
2024	Cefoperazone-Sulbactam	Citrobacter braakii	NA	insufficient data
2024	Cefoperazone-Sulbactam	Haemophilus influenzae	NA	insufficient data
2024	Cefoperazone-Sulbactam	Hafnia alvei	NA	insufficient data
2024	Cefoperazone-Sulbactam	Morganella morganii	NA	insufficient data
2024	Cefoperazone-Sulbactam	Proteus penneri	NA	insufficient data
2024	Cefoperazone-Sulbactam	Providencia stuartii	NA	insufficient data
2024	Cefoperazone-Sulbactam	Serratia liquefaciens	NA	insufficient data
2024	Cefoperazone-Sulbactam	Staphylococcus aureus	NA	insufficient data
2024	Cefoperazone-Sulbactam	Stenotrophomonas maltophilia	NA	insufficient data
2024	Cefoperazone-Sulbactam	Streptococcus pneumoniae	NA	insufficient data
2024	Cefoperazone	Acinetobacter baumannii	NA	insufficient data
2024	Cefoperazone	Citrobacter braakii	NA	insufficient data
2024	Cefoperazone	Enterobacter cloacae	NA	insufficient data
2024	Cefoperazone	Escherichia coli	1	tentative
2024	Cefoperazone	Haemophilus influenzae	NA	insufficient data
2024	Cefoperazone	Hafnia alvei	NA	insufficient data
2024	Cefoperazone	Klebsiella oxytoca	NA	insufficient data
2024	Cefoperazone	Klebsiella pneumoniae	NA	insufficient data
2024	Cefoperazone	Moraxella catarrhalis	NA	insufficient data
2024	Cefoperazone	Morganella morganii	4	tentative
2024	Cefoperazone	Proteus mirabilis	4	tentative
2024	Cefoperazone	Proteus penneri	NA	insufficient data
2024	Cefoperazone	Proteus vulgaris	4	tentative
2024	Cefoperazone	Providencia stuartii	NA	insufficient data
2024	Cefoperazone	Salmonella enterica	NA	unspecified
2024	Cefoperazone	Salmonella Enteritidis	NA	unspecified
2024	Cefoperazone	Salmonella Typhi	NA	unspecified
2024	Cefoperazone	Serratia liquefaciens	NA	insufficient data
2024	Cefoperazone	Serratia marcescens	NA	insufficient data
2024	Cefoperazone	Staphylococcus aureus	NA	insufficient data
2024	Cefoperazone	Stenotrophomonas maltophilia	NA	insufficient data
2024	Cefoperazone	Streptococcus pneumoniae	NA	insufficient data
2024	Cefoperazone	Streptococcus uberis	NA	insufficient data
2024	Cefoperazone	Yersinia enterocolitica	NA	insufficient data
2024	Cefoselis	Enterobacter cloacae	0.25	NA
2024	Cefoselis	Escherichia coli	0.125	NA
2024	Cefoselis	Klebsiella pneumoniae	0.125	NA
2024	Cefoselis	Proteus mirabilis	0.25	NA
2024	Cefoselis	Pseudomonas aeruginosa	16	NA
2024	Cefotaxime-Clavulanate	Acinetobacter baumannii	NA	insufficient data
2024	Cefotaxime-Clavulanate	Enterobacter cloacae	0.25	tentative
2024	Cefotaxime-Clavulanate	Escherichia coli	0.25	NA
2024	Cefotaxime-Clavulanate	Klebsiella aerogenes	NA	insufficient data
2024	Cefotaxime-Clavulanate	Klebsiella oxytoca	0.25	tentative
2024	Cefotaxime-Clavulanate	Klebsiella pneumoniae	0.25	tentative
2024	Cefotaxime-Clavulanate	Staphylococcus aureus	4	NA
2024	Cefotaxime	Acinetobacter baumannii	64	NA
2024	Cefotaxime	Citrobacter freundii	0.5	tentative
2024	Cefotaxime	Citrobacter koseri	NA	insufficient data
2024	Cefotaxime	Clostridioides difficile	NA	insufficient data
2024	Cefotaxime	Corynebacterium diphtheriae	NA	insufficient data
2024	Cefotaxime	Corynebacterium ulcerans	NA	insufficient data
2024	Cefotaxime	Enterobacter agglomerans	NA	insufficient data
2024	Cefotaxime	Enterobacter cloacae	1	NA
2024	Cefotaxime	Escherichia coli	0.25	NA
2024	Cefotaxime	Escherichia coli ATCC 25922	NA	insufficient data
2024	Cefotaxime	Escherichia coli NCTC 13846	NA	insufficient data
2024	Cefotaxime	Haemophilus influenzae	0.06	NA
2024	Cefotaxime	Haemophilus influenzae ATCC 49247	NA	insufficient data
2024	Cefotaxime	Kingella kingae	NA	insufficient data
2024	Cefotaxime	Klebsiella aerogenes	0.5	NA
2024	Cefotaxime	Klebsiella oxytoca	0.125	NA
2024	Cefotaxime	Klebsiella pneumoniae	0.25	NA
2024	Cefotaxime	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
2024	Cefotaxime	Legionella pneumophila	NA	insufficient data
2024	Cefotaxime	Moraxella catarrhalis	0.25	NA
2024	Cefotaxime	Morganella morganii	NA	insufficient data
2024	Cefotaxime	Neisseria gonorrhoeae	0.016	NA
2024	Cefotaxime	Neisseria meningitidis	0.016	NA
2024	Cefotaxime	Nocardia aboflava	NA	insufficient data
2024	Cefotaxime	Nocardia abscessus	NA	insufficient data
2024	Cefotaxime	Plesiomonas shigelloides	NA	insufficient data
2024	Cefotaxime	Prevotella spp beta lactamase neg	NA	unspecified
2024	Cefotaxime	Prevotella spp beta lactamase pos	NA	unspecified
2024	Cefotaxime	Proteus mirabilis	0.06	tentative
2024	Cefotaxime	Proteus vulgaris	NA	insufficient data
2024	Cefotaxime	Pseudomonas aeruginosa	64	NA
2024	Cefotaxime	Salmonella enterica	0.5	tentative
2024	Cefotaxime	Serratia liquefaciens	NA	insufficient data
2024	Cefotaxime	Serratia marcescens	NA	insufficient data
2024	Cefotaxime	Staphylococcus aureus	4	NA
2024	Cefotaxime	Staphylococcus aureus ATCC 29213	NA	insufficient data
2024	Cefotaxime	Staphylococcus capitis	NA	insufficient data
2024	Cefotaxime	Staphylococcus coagulase negative	NA	insufficient data
2024	Cefotaxime	Staphylococcus epidermidis	NA	insufficient data
2024	Cefotaxime	Staphylococcus hominis	NA	insufficient data
2024	Cefotaxime	Staphylococcus saprophyticus	NA	insufficient data
2024	Cefotaxime	Staphylococcus warneri	NA	insufficient data
2024	Cefotaxime	Stenotrophomonas maltophilia	NA	insufficient data
2024	Cefotaxime	Streptococcus agalactiae	0.125	NA
2024	Cefotaxime	Streptococcus anginosus	NA	insufficient data
2024	Cefotaxime	Streptococcus anginosus group	NA	unspecified
2024	Cefotaxime	Streptococcus bovis equinus group	NA	unspecified
2024	Cefotaxime	Streptococcus constellatus	NA	unspecified
2024	Cefotaxime	Streptococcus group G	NA	unspecified
2024	Cefotaxime	Streptococcus mitis	NA	unspecified
2024	Cefotaxime	Streptococcus mitis group	NA	unspecified
2024	Cefotaxime	Streptococcus oralis	0.5	NA
2024	Cefotaxime	Streptococcus pneumoniae	0.06	NA
2024	Cefotaxime	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
2024	Cefotaxime	Streptococcus pyogenes	0.03	NA
2024	Cefotaxime	Streptococcus salivarius	NA	unspecified
2024	Cefotaxime	Streptococcus salivarius group	NA	unspecified
2024	Cefotaxime	Streptococcus sanguinis	NA	unspecified
2024	Cefotaxime	Streptococcus sanguinis group	NA	unspecified
2024	Cefotaxime	Streptococcus uberis	NA	unspecified
2024	Cefotaxime	Vibrio alginolyticus	NA	unspecified
2024	Cefotaxime	Vibrio cholerae	NA	unspecified
2024	Cefotaxime	Vibrio fluvialis	NA	unspecified
2024	Cefotaxime	Vibrio parahaemolyticus	NA	unspecified
2024	Cefotaxime	Vibrio vulnificus	NA	unspecified
2024	Cefotaxime	Yersinia enterocolitica	0.25	tentative
2024	Cefoxitin	Bacteroides fragilis	32	NA
2024	Cefoxitin	Bacteroides fragilis group	NA	insufficient data
2024	Cefoxitin	Bacteroides ovatus	NA	insufficient data
2024	Cefoxitin	Bacteroides thetaiotaomicron	NA	insufficient data
2024	Cefoxitin	Bacteroides vulgatus	NA	insufficient data
2024	Cefoxitin	Citrobacter koseri	NA	insufficient data
2024	Cefoxitin	Clostridium perfringens	NA	insufficient data
2024	Cefoxitin	Enterobacter cloacae	NA	unspecified
2024	Cefoxitin	Escherichia coli	16	NA
2024	Cefoxitin	Haemophilus influenzae	NA	insufficient data
2024	Cefoxitin	Haemophilus parainfluenzae	NA	insufficient data
2024	Cefoxitin	Klebsiella oxytoca	8	NA
2024	Cefoxitin	Klebsiella pneumoniae	8	NA
2024	Cefoxitin	Morganella morganii	16	NA
2024	Cefoxitin	Proteus mirabilis	8	NA
2024	Cefoxitin	Proteus vulgaris	NA	insufficient data
2024	Cefoxitin	Providencia rettgeri	NA	unspecified
2024	Cefoxitin	Providencia stuartii	NA	unspecified
2024	Cefoxitin	Salmonella agona	NA	unspecified
2024	Cefoxitin	Salmonella anatum	NA	unspecified
2024	Cefoxitin	Salmonella bareilly	NA	unspecified
2024	Cefoxitin	Salmonella braenderup	NA	unspecified
2024	Cefoxitin	Salmonella derby	NA	unspecified
2024	Cefoxitin	Salmonella Dublin	NA	unspecified
2024	Cefoxitin	Salmonella enterica	8	NA
2024	Cefoxitin	Salmonella Enteritidis	NA	unspecified
2024	Cefoxitin	Salmonella Group B	NA	unspecified
2024	Cefoxitin	Salmonella Group C	NA	unspecified
2024	Cefoxitin	Salmonella hadar	NA	unspecified
2024	Cefoxitin	Salmonella hartford	NA	unspecified
2024	Cefoxitin	Salmonella heidelberg	NA	unspecified
2024	Cefoxitin	Salmonella infantis	NA	unspecified
2024	Cefoxitin	Salmonella javiana	NA	unspecified
2024	Cefoxitin	Salmonella litchfield	NA	unspecified
2024	Cefoxitin	Salmonella manhattan	NA	unspecified
2024	Cefoxitin	Salmonella mbandaka	NA	unspecified
2024	Cefoxitin	Salmonella mississippi	NA	unspecified
2024	Cefoxitin	Salmonella montevideo	NA	unspecified
2024	Cefoxitin	Salmonella muenchen	NA	unspecified
2024	Cefoxitin	Salmonella newport	NA	unspecified
2024	Cefoxitin	Salmonella oranienburg	NA	unspecified
2024	Cefoxitin	Salmonella panama	NA	unspecified
2024	Cefoxitin	Salmonella Paratyphi	NA	unspecified
2024	Cefoxitin	Salmonella poona	NA	unspecified
2024	Cefoxitin	Salmonella rubislaw	NA	unspecified
2024	Cefoxitin	Salmonella saintpaul	NA	unspecified
2024	Cefoxitin	Salmonella sandiego	NA	unspecified
2024	Cefoxitin	Salmonella schwarzengrund	NA	unspecified
2024	Cefoxitin	Salmonella senftenberg	NA	unspecified
2024	Cefoxitin	Salmonella stanley	NA	unspecified
2024	Cefoxitin	Salmonella thompson	NA	unspecified
2024	Cefoxitin	Salmonella Typhi	2	NA
2024	Cefoxitin	Salmonella Typhimurium	NA	unspecified
2024	Cefoxitin	Salmonella virchow	NA	unspecified
2024	Cefoxitin	Serratia liquefaciens	NA	insufficient data
