drug	organism	mg_per_L	count
Trimethoprim-Sulfamethoxazole	Corynebacterium striatum	0.002	0
Vancomycin	Corynebacterium striatum	0.002	0
Benzylpenicillin	Corynebacterium urealyticum	0.002	0
Ciprofloxacin	Corynebacterium urealyticum	0.002	0
Clindamycin	Corynebacterium urealyticum	0.002	0
Gentamicin	Corynebacterium urealyticum	0.002	0
Linezolid	Corynebacterium urealyticum	0.002	0
Moxifloxacin	Corynebacterium urealyticum	0.002	0
Rifampicin	Corynebacterium urealyticum	0.002	0
Tetracycline	Corynebacterium urealyticum	0.002	0
Trimethoprim-Sulfamethoxazole	Corynebacterium urealyticum	0.002	0
Vancomycin	Corynebacterium urealyticum	0.002	0
Tigecycline	Eikenella corrodens	0.002	0
Amikacin	Enterobacter aerogenes	0.002	0
Amoxicillin	Enterobacter aerogenes	0.002	0
Ampicillin-Sulbactam (ratio)	Enterobacter aerogenes	0.002	0
Aztreonam	Enterobacter aerogenes	0.002	0
Cefalothin (a.k.a. Cefalotin)	Enterobacter aerogenes	0.002	0
Cefazolin	Enterobacter aerogenes	0.002	0
Cefepime	Enterobacter aerogenes	0.002	0
Cefoperazone	Enterobacter aerogenes	0.002	0
Cefotaxime	Enterobacter aerogenes	0.002	0
Cefoxitin	Enterobacter aerogenes	0.002	0
Cefpodoxime	Enterobacter aerogenes	0.002	0
Ceftaroline	Enterobacter aerogenes	0.002	0
Ceftazidime	Enterobacter aerogenes	0.002	0
Ceftibuten	Enterobacter aerogenes	0.002	0
Ceftobiprole	Enterobacter aerogenes	0.002	0
Cefuroxime	Enterobacter aerogenes	0.002	0
Ciprofloxacin	Enterobacter aerogenes	0.002	0
Colistin	Enterobacter aerogenes	0.002	0
Doripenem	Enterobacter aerogenes	0.002	0
Doxycycline	Enterobacter aerogenes	0.002	0
Ertapenem	Enterobacter aerogenes	0.002	0
Fosfomycin	Enterobacter aerogenes	0.002	0
Gentamicin	Enterobacter aerogenes	0.002	0
Imipenem	Enterobacter aerogenes	0.002	0
Kanamycin	Enterobacter aerogenes	0.002	0
Levofloxacin	Enterobacter aerogenes	0.002	0
Loracarbef	Enterobacter aerogenes	0.002	0
Mecillinam	Enterobacter aerogenes	0.002	0
Meropenem	Enterobacter aerogenes	0.002	0
Minocycline	Enterobacter aerogenes	0.002	0
Moxifloxacin	Enterobacter aerogenes	0.002	0
Nalidixic acid	Enterobacter aerogenes	0.002	0
Piperacillin	Enterobacter aerogenes	0.002	0
Piperacillin-Tazobactam	Enterobacter aerogenes	0.002	0
Tetracycline	Enterobacter aerogenes	0.002	0
Ticarcillin	Enterobacter aerogenes	0.002	0
Ticarcillin-Clavulanic acid	Enterobacter aerogenes	0.002	0
Tigecycline	Enterobacter aerogenes	0.002	0
Tobramycin	Enterobacter aerogenes	0.002	0
Trimethoprim	Enterobacter aerogenes	0.002	0
Trimethoprim-Sulfamethoxazole	Enterobacter aerogenes	0.002	0
Amoxicillin	Enterobacter agglomerans	0.002	0
Ampicillin	Enterobacter agglomerans	0.002	0
Cefalothin (a.k.a. Cefalotin)	Enterobacter agglomerans	0.002	0
Cefuroxime	Enterobacter agglomerans	0.002	0
Ciprofloxacin	Enterobacter agglomerans	0.002	0
Gentamicin	Enterobacter agglomerans	0.002	0
Imipenem	Enterobacter agglomerans	0.002	0
Minocycline	Enterobacter agglomerans	0.002	0
Nalidixic acid	Enterobacter agglomerans	0.002	0
Piperacillin-Tazobactam	Enterobacter agglomerans	0.002	0
Streptomycin	Enterobacter agglomerans	0.002	0
Sulfamethoxazole	Enterobacter agglomerans	0.002	0
Tetracycline	Enterobacter agglomerans	0.002	0
Trimethoprim	Enterobacter agglomerans	0.002	0
Amikacin	Enterobacter amnigenus	0.002	0
Gentamicin	Enterobacter amnigenus	0.002	0
Amikacin	Enterobacter asburiae	0.002	0
Amikacin	Enterobacter cancerogenus	0.002	0
Amikacin	Enterobacter cloacae	0.002	0
Amoxicillin	Enterobacter cloacae	0.002	0
Ampicillin	Enterobacter cloacae	0.002	0
Ampicillin-Sulbactam (ratio)	Enterobacter cloacae	0.002	0
Aztreonam	Enterobacter cloacae	0.002	0
Cefalothin (a.k.a. Cefalotin)	Enterobacter cloacae	0.002	0
Cefazolin	Enterobacter cloacae	0.002	0
Cefepime	Enterobacter cloacae	0.002	0
Cefoperazone	Enterobacter cloacae	0.002	0
Cefotaxime	Enterobacter cloacae	0.002	0
Cefoxitin	Enterobacter cloacae	0.002	0
Cefpodoxime	Enterobacter cloacae	0.002	0
Ceftaroline	Enterobacter cloacae	0.002	0
Ceftazidime	Enterobacter cloacae	0.002	0
Ceftibuten	Enterobacter cloacae	0.002	0
Ceftobiprole	Enterobacter cloacae	0.002	0
Ceftriaxone	Enterobacter cloacae	0.002	0
Cefuroxime	Enterobacter cloacae	0.002	0
Chloramphenicol	Enterobacter cloacae	0.002	0
Ciprofloxacin	Enterobacter cloacae	0.002	236
Colistin	Enterobacter cloacae	0.002	0
Doripenem	Enterobacter cloacae	0.002	0
Doxycycline	Enterobacter cloacae	0.002	0
Ertapenem	Enterobacter cloacae	0.002	0
Gentamicin	Enterobacter cloacae	0.002	1
Imipenem	Enterobacter cloacae	0.002	0
Kanamycin	Enterobacter cloacae	0.002	0
Levofloxacin	Enterobacter cloacae	0.002	0
Loracarbef	Enterobacter cloacae	0.002	0
Mecillinam	Enterobacter cloacae	0.002	0
Meropenem	Enterobacter cloacae	0.002	69
Minocycline	Enterobacter cloacae	0.002	0
Moxifloxacin	Enterobacter cloacae	0.002	0
Nalidixic acid	Enterobacter cloacae	0.002	0
Piperacillin	Enterobacter cloacae	0.002	0
Piperacillin-Tazobactam	Enterobacter cloacae	0.002	0
Streptomycin	Enterobacter cloacae	0.002	0
Sulbactam	Enterobacter cloacae	0.002	0
Sulfamethoxazole	Enterobacter cloacae	0.002	0
Tetracycline	Enterobacter cloacae	0.002	0
Ticarcillin	Enterobacter cloacae	0.002	0
Ticarcillin-Clavulanic acid	Enterobacter cloacae	0.002	0
Tigecycline	Enterobacter cloacae	0.002	0
Tobramycin	Enterobacter cloacae	0.002	0
Trimethoprim	Enterobacter cloacae	0.002	0
Trimethoprim-Sulfamethoxazole	Enterobacter cloacae	0.002	0
Amoxicillin	Enterobacter dissolvens	0.002	0
Ampicillin	Enterobacter dissolvens	0.002	0
Cefalothin (a.k.a. Cefalotin)	Enterobacter dissolvens	0.002	0
Cefuroxime	Enterobacter dissolvens	0.002	0
Chloramphenicol	Enterobacter dissolvens	0.002	0
Ciprofloxacin	Enterobacter dissolvens	0.002	0
Gentamicin	Enterobacter dissolvens	0.002	0
Imipenem	Enterobacter dissolvens	0.002	0
Minocycline	Enterobacter dissolvens	0.002	0
Nalidixic acid	Enterobacter dissolvens	0.002	0
Norfloxacin	Enterobacter dissolvens	0.002	0
Piperacillin-Tazobactam	Enterobacter dissolvens	0.002	0
Streptomycin	Enterobacter dissolvens	0.002	0
Sulfamethoxazole	Enterobacter dissolvens	0.002	0
Tetracycline	Enterobacter dissolvens	0.002	0
Amikacin	Enterobacter gergoviae	0.002	0
Gentamicin	Enterobacter gergoviae	0.002	0
Amikacin	Enterobacter hormaechei	0.002	0
Amikacin	Enterobacter intermedium	0.002	0
Gentamicin	Enterobacter intermedium	0.002	0
Amikacin	Enterobacter sakazakii	0.002	0
Ampicillin-Sulbactam (ratio)	Enterobacter sakazakii	0.002	0
Cefepime	Enterobacter sakazakii	0.002	0
Ceftobiprole	Enterobacter sakazakii	0.002	0
Gentamicin	Enterobacter sakazakii	0.002	0
Imipenem	Enterobacter sakazakii	0.002	0
Tobramycin	Enterobacter sakazakii	0.002	0
Amoxicillin	Enterobacter spp	0.002	0
Ampicillin-Sulbactam (ratio)	Enterobacter spp	0.002	0
Aztreonam	Enterobacter spp	0.002	0
Cefadroxil	Enterobacter spp	0.002	0
Cefalexin	Enterobacter spp	0.002	0
Cefalothin (a.k.a. Cefalotin)	Enterobacter spp	0.002	0
Cefazolin	Enterobacter spp	0.002	0
Cefixime	Enterobacter spp	0.002	0
Cefotaxime	Enterobacter spp	0.002	0
Cefpirome	Enterobacter spp	0.002	0
Cefpodoxime	Enterobacter spp	0.002	0
Ceftazidime	Enterobacter spp	0.002	0
Ceftibuten	Enterobacter spp	0.002	0
Ceftriaxone	Enterobacter spp	0.002	0
Cefuroxime	Enterobacter spp	0.002	0
Chloramphenicol	Enterobacter spp	0.002	0
Ciprofloxacin	Enterobacter spp	0.002	0
Colistin	Enterobacter spp	0.002	0
Doripenem	Enterobacter spp	0.002	0
Doxycycline	Enterobacter spp	0.002	0
Ertapenem	Enterobacter spp	0.002	0
Fosfomycin	Enterobacter spp	0.002	0
Gatifloxacin	Enterobacter spp	0.002	0
Gentamicin	Enterobacter spp	0.002	0
Imipenem	Enterobacter spp	0.002	0
Levofloxacin	Enterobacter spp	0.002	0
Loracarbef	Enterobacter spp	0.002	0
Mecillinam	Enterobacter spp	0.002	0
Meropenem	Enterobacter spp	0.002	0
Minocycline	Enterobacter spp	0.002	0
Moxifloxacin	Enterobacter spp	0.002	0
Nalidixic acid	Enterobacter spp	0.002	0
Netilmicin	Enterobacter spp	0.002	0
Nitrofurantoin	Enterobacter spp	0.002	0
Norfloxacin	Enterobacter spp	0.002	0
Ofloxacin	Enterobacter spp	0.002	0
Piperacillin	Enterobacter spp	0.002	0
Piperacillin-Tazobactam	Enterobacter spp	0.002	0
Sparfloxacin	Enterobacter spp	0.002	0
Streptomycin	Enterobacter spp	0.002	0
Sulfamethoxazole	Enterobacter spp	0.002	0
Tetracycline	Enterobacter spp	0.002	0
Tigecycline	Enterobacter spp	0.002	0
Tobramycin	Enterobacter spp	0.002	0
Trimethoprim	Enterobacter spp	0.002	0
Trimethoprim-Sulfamethoxazole	Enterobacter spp	0.002	0
Gentamicin	Enterobacter taylorae	0.002	0
Ampicillin	Enterococcus avium	0.002	0
Benzylpenicillin	Enterococcus avium	0.002	0
Ceftobiprole	Enterococcus avium	0.002	0
Doripenem	Enterococcus avium	0.002	0
Imipenem	Enterococcus avium	0.002	0
Tigecycline	Enterococcus avium	0.002	0
Ampicillin	Enterococcus casseliflavus	0.002	0
Benzylpenicillin	Enterococcus casseliflavus	0.002	0
Imipenem	Enterococcus casseliflavus	0.002	0
Tigecycline	Enterococcus casseliflavus	0.002	0
Ceftobiprole	Enterococcus durans	0.002	0
Ampicillin	Enterococcus faecalis	0.002	0
Ampicillin-Sulbactam (ratio)	Enterococcus faecalis	0.002	0
Avilamycin	Enterococcus faecalis	0.002	0
Bacitracin	Enterococcus faecalis	0.002	0
Benzylpenicillin	Enterococcus faecalis	0.002	0
Cefalothin (a.k.a. Cefalotin)	Enterococcus faecalis	0.002	0
Cefepime	Enterococcus faecalis	0.002	0
Ceftibuten	Enterococcus faecalis	0.002	0
Ceftobiprole	Enterococcus faecalis	0.002	0
Ceftriaxone	Enterococcus faecalis	0.002	0
Chloramphenicol	Enterococcus faecalis	0.002	0
Ciprofloxacin	Enterococcus faecalis	0.002	0
Clarithromycin	Enterococcus faecalis	0.002	0
Clinafloxacin	Enterococcus faecalis	0.002	0
Clindamycin	Enterococcus faecalis	0.002	0
Daptomycin	Enterococcus faecalis	0.002	0
Doripenem	Enterococcus faecalis	0.002	0
Doxycycline	Enterococcus faecalis	0.002	0
Ertapenem	Enterococcus faecalis	0.002	0
Erythromycin	Enterococcus faecalis	0.002	0
Florfenicol	Enterococcus faecalis	0.002	0
Fosfomycin	Enterococcus faecalis	0.002	0
Gatifloxacin	Enterococcus faecalis	0.002	0
Gemifloxacin	Enterococcus faecalis	0.002	0
Gentamicin	Enterococcus faecalis	0.002	0
Imipenem	Enterococcus faecalis	0.002	0
Levofloxacin	Enterococcus faecalis	0.002	0
Linezolid	Enterococcus faecalis	0.002	0
Loracarbef	Enterococcus faecalis	0.002	0
Meropenem	Enterococcus faecalis	0.002	0
Minocycline	Enterococcus faecalis	0.002	0
Moxifloxacin	Enterococcus faecalis	0.002	0
Narasin	Enterococcus faecalis	0.002	0
Neomycin	Enterococcus faecalis	0.002	0
Nitrofurantoin	Enterococcus faecalis	0.002	0
Norfloxacin	Enterococcus faecalis	0.002	0
Ofloxacin	Enterococcus faecalis	0.002	0
Oxacillin	Enterococcus faecalis	0.002	0
Pefloxacin	Enterococcus faecalis	0.002	0
Phenoxymethylpenicillin	Enterococcus faecalis	0.002	0
Piperacillin	Enterococcus faecalis	0.002	0
Piperacillin-Tazobactam	Enterococcus faecalis	0.002	0
Quinupristin-Dalfopristin	Enterococcus faecalis	0.002	0
Rifampicin	Enterococcus faecalis	0.002	0
Roxithromycin	Enterococcus faecalis	0.002	0
Sparfloxacin	Enterococcus faecalis	0.002	0
Streptomycin	Enterococcus faecalis	0.002	0
Sulbactam	Enterococcus faecalis	0.002	0
Teicoplanin	Enterococcus faecalis	0.002	0
Telithromycin	Enterococcus faecalis	0.002	0
Tetracycline	Enterococcus faecalis	0.002	0
Tigecycline	Enterococcus faecalis	0.002	0
Tobramycin	Enterococcus faecalis	0.002	0
Vancomycin	Enterococcus faecalis	0.002	0
Virginiamycin	Enterococcus faecalis	0.002	0
Ampicillin	Enterococcus faecium	0.002	0
Ampicillin-Sulbactam (ratio)	Enterococcus faecium	0.002	0
Avilamycin	Enterococcus faecium	0.002	0
Bacitracin	Enterococcus faecium	0.002	0
Benzylpenicillin	Enterococcus faecium	0.002	0
Cefepime	Enterococcus faecium	0.002	0
Ceftobiprole	Enterococcus faecium	0.002	0
Ceftriaxone	Enterococcus faecium	0.002	0
Chloramphenicol	Enterococcus faecium	0.002	0
Ciprofloxacin	Enterococcus faecium	0.002	0
Clarithromycin	Enterococcus faecium	0.002	0
Clinafloxacin	Enterococcus faecium	0.002	0
Daptomycin	Enterococcus faecium	0.002	0
Doripenem	Enterococcus faecium	0.002	0
Doxycycline	Enterococcus faecium	0.002	0
Ertapenem	Enterococcus faecium	0.002	0
Erythromycin	Enterococcus faecium	0.002	0
Florfenicol	Enterococcus faecium	0.002	0
Fosfomycin	Enterococcus faecium	0.002	0
Gatifloxacin	Enterococcus faecium	0.002	0
Gentamicin	Enterococcus faecium	0.002	0
Imipenem	Enterococcus faecium	0.002	0
Levofloxacin	Enterococcus faecium	0.002	0
Linezolid	Enterococcus faecium	0.002	0
Meropenem	Enterococcus faecium	0.002	0
Minocycline	Enterococcus faecium	0.002	0
Moxifloxacin	Enterococcus faecium	0.002	0
Narasin	Enterococcus faecium	0.002	0
Neomycin	Enterococcus faecium	0.002	0
Netilmicin	Enterococcus faecium	0.002	0
Nitrofurantoin	Enterococcus faecium	0.002	0
Norfloxacin	Enterococcus faecium	0.002	0
Ofloxacin	Enterococcus faecium	0.002	0
Oxacillin	Enterococcus faecium	0.002	0
Pefloxacin	Enterococcus faecium	0.002	0
Phenoxymethylpenicillin	Enterococcus faecium	0.002	0
Piperacillin	Enterococcus faecium	0.002	0
Piperacillin-Tazobactam	Enterococcus faecium	0.002	0
Quinupristin-Dalfopristin	Enterococcus faecium	0.002	0
Roxithromycin	Enterococcus faecium	0.002	0
Sparfloxacin	Enterococcus faecium	0.002	0
Streptomycin	Enterococcus faecium	0.002	0
Teicoplanin	Enterococcus faecium	0.002	0
Tetracycline	Enterococcus faecium	0.002	0
Tigecycline	Enterococcus faecium	0.002	0
Tobramycin	Enterococcus faecium	0.002	0
Trimethoprim-Sulfamethoxazole	Enterococcus faecium	0.002	0
Tylosin	Enterococcus faecium	0.002	0
Vancomycin	Enterococcus faecium	0.002	0
Virginiamycin	Enterococcus faecium	0.002	0
Ampicillin	Enterococcus gallinarum	0.002	0
Benzylpenicillin	Enterococcus gallinarum	0.002	0
Ceftobiprole	Enterococcus gallinarum	0.002	0
Ceftriaxone	Enterococcus gallinarum	0.002	0
Doripenem	Enterococcus gallinarum	0.002	0
Imipenem	Enterococcus gallinarum	0.002	0
Oxacillin	Enterococcus gallinarum	0.002	0
Piperacillin	Enterococcus gallinarum	0.002	0
Tigecycline	Enterococcus gallinarum	0.002	0
Ampicillin	Enterococcus hirae	0.002	0
Avilamycin	Enterococcus hirae	0.002	0
Chloramphenicol	Enterococcus hirae	0.002	0
Erythromycin	Enterococcus hirae	0.002	0
Gentamicin	Enterococcus hirae	0.002	0
Neomycin	Enterococcus hirae	0.002	0
Streptomycin	Enterococcus hirae	0.002	0
Tetracycline	Enterococcus hirae	0.002	0
Virginiamycin	Enterococcus hirae	0.002	0
Ceftobiprole	Enterococcus spp	0.002	0
Doripenem	Enterococcus spp	0.002	0
Fosfomycin	Enterococcus spp	0.002	0
Teicoplanin	Enterococcus spp	0.002	0
Vancomycin	Enterococcus spp	0.002	0
Amikacin	Escherichia coli	0.002	0
Amoxicillin	Escherichia coli	0.002	0
Amoxicillin-Clavulanic acid (fixed)	Escherichia coli	0.002	0
Ampicillin	Escherichia coli	0.002	0
Ampicillin-Sulbactam (fixed)	Escherichia coli	0.002	0
Ampicillin-Sulbactam (ratio)	Escherichia coli	0.002	0
Aztreonam	Escherichia coli	0.002	0
Cefaclor	Escherichia coli	0.002	0
Cefadroxil	Escherichia coli	0.002	0
Cefalexin	Escherichia coli	0.002	0
Cefalothin (a.k.a. Cefalotin)	Escherichia coli	0.002	0
Cefazolin	Escherichia coli	0.002	0
Cefepime	Escherichia coli	0.002	0
Cefixime	Escherichia coli	0.002	0
Cefoperazone	Escherichia coli	0.002	0
Cefotaxime	Escherichia coli	0.002	0
Cefotaxime-Clavulanate	Escherichia coli	0.002	0
Cefoxitin	Escherichia coli	0.002	0
Cefpirome	Escherichia coli	0.002	0
Cefpodoxime	Escherichia coli	0.002	0
Ceftaroline	Escherichia coli	0.002	0
Ceftazidime	Escherichia coli	0.002	0
Ceftazidime-Clavulanate	Escherichia coli	0.002	0
Ceftibuten	Escherichia coli	0.002	0
Ceftiofur	Escherichia coli	0.002	0
Ceftobiprole	Escherichia coli	0.002	0
Ceftriaxone	Escherichia coli	0.002	0
Cefuroxime	Escherichia coli	0.002	0
Chloramphenicol	Escherichia coli	0.002	0
Ciprofloxacin	Escherichia coli	0.002	14
Colistin	Escherichia coli	0.002	0
Doripenem	Escherichia coli	0.002	0
Doxycycline	Escherichia coli	0.002	0
Enrofloxacin	Escherichia coli	0.002	0
Ertapenem	Escherichia coli	0.002	0
Florfenicol	Escherichia coli	0.002	0
Flumequine	Escherichia coli	0.002	0
Fosfomycin	Escherichia coli	0.002	0
Gatifloxacin	Escherichia coli	0.002	1
Gentamicin	Escherichia coli	0.002	0
Imipenem	Escherichia coli	0.002	0
Kanamycin	Escherichia coli	0.002	0
Levofloxacin	Escherichia coli	0.002	0
Loracarbef	Escherichia coli	0.002	0
Mecillinam	Escherichia coli	0.002	0
Meropenem	Escherichia coli	0.002	0
Minocycline	Escherichia coli	0.002	0
Moxifloxacin	Escherichia coli	0.002	0
Nalidixic acid	Escherichia coli	0.002	0
Neomycin	Escherichia coli	0.002	0
Netilmicin	Escherichia coli	0.002	0
Nitrofurantoin	Escherichia coli	0.002	0
Norfloxacin	Escherichia coli	0.002	0
Ofloxacin	Escherichia coli	0.002	0
Piperacillin	Escherichia coli	0.002	0
Piperacillin-Tazobactam	Escherichia coli	0.002	0
Sparfloxacin	Escherichia coli	0.002	0
Spectinomycin	Escherichia coli	0.002	0
Streptomycin	Escherichia coli	0.002	0
Sulbactam	Escherichia coli	0.002	0
Sulfamethoxazole	Escherichia coli	0.002	0
Tetracycline	Escherichia coli	0.002	0
Ticarcillin	Escherichia coli	0.002	0
Ticarcillin-Clavulanic acid	Escherichia coli	0.002	0
Tigecycline	Escherichia coli	0.002	0
Tobramycin	Escherichia coli	0.002	0
Trimethoprim	Escherichia coli	0.002	0
Trimethoprim-Sulfamethoxazole	Escherichia coli	0.002	0
Tigecycline	Eubacterium lentum	0.002	0
Amoxicillin	Fusobacterium spp	0.002	0
Clindamycin	Fusobacterium spp	0.002	0
Ertapenem	Fusobacterium spp	0.002	0
Imipenem	Fusobacterium spp	0.002	0
Metronidazole	Fusobacterium spp	0.002	0
Piperacillin-Tazobactam	Fusobacterium spp	0.002	0
Amikacin	Haemophilus influenzae	0.002	0
Amoxicillin	Haemophilus influenzae	0.002	0
Ampicillin	Haemophilus influenzae	0.002	0
Ampicillin-Sulbactam (ratio)	Haemophilus influenzae	0.002	0
Azithromycin	Haemophilus influenzae	0.002	0
Benzylpenicillin	Haemophilus influenzae	0.002	0
Cefaclor	Haemophilus influenzae	0.002	0
Cefadroxil	Haemophilus influenzae	0.002	0
Cefalexin	Haemophilus influenzae	0.002	0
Cefdinir	Haemophilus influenzae	0.002	0
Cefepime	Haemophilus influenzae	0.002	0
Cefixime	Haemophilus influenzae	0.002	0
Cefoperazone	Haemophilus influenzae	0.002	0
Cefotaxime	Haemophilus influenzae	0.002	44
Cefoxitin	Haemophilus influenzae	0.002	0
Cefpirome	Haemophilus influenzae	0.002	0
Cefpodoxime	Haemophilus influenzae	0.002	0
Ceftaroline	Haemophilus influenzae	0.002	1
Ceftazidime	Haemophilus influenzae	0.002	0
Ceftibuten	Haemophilus influenzae	0.002	0
Ceftobiprole	Haemophilus influenzae	0.002	0
Ceftriaxone	Haemophilus influenzae	0.002	4
Cefuroxime	Haemophilus influenzae	0.002	0
Chloramphenicol	Haemophilus influenzae	0.002	0
Ciprofloxacin	Haemophilus influenzae	0.002	27
Clarithromycin	Haemophilus influenzae	0.002	0
Clindamycin	Haemophilus influenzae	0.002	0
Doripenem	Haemophilus influenzae	0.002	0
Doxycycline	Haemophilus influenzae	0.002	0
Ertapenem	Haemophilus influenzae	0.002	1
Erythromycin	Haemophilus influenzae	0.002	0
Fosfomycin	Haemophilus influenzae	0.002	0
Fusidic acid	Haemophilus influenzae	0.002	0
Gatifloxacin	Haemophilus influenzae	0.002	1
Gemifloxacin	Haemophilus influenzae	0.002	39
Gentamicin	Haemophilus influenzae	0.002	0
Imipenem	Haemophilus influenzae	0.002	0
Levofloxacin	Haemophilus influenzae	0.002	0
Linezolid	Haemophilus influenzae	0.002	0
Loracarbef	Haemophilus influenzae	0.002	0
Meropenem	Haemophilus influenzae	0.002	0
Minocycline	Haemophilus influenzae	0.002	0
Moxifloxacin	Haemophilus influenzae	0.002	0
Nalidixic acid	Haemophilus influenzae	0.002	0
Ofloxacin	Haemophilus influenzae	0.002	0
Phenoxymethylpenicillin	Haemophilus influenzae	0.002	0
Piperacillin-Tazobactam	Haemophilus influenzae	0.002	0
Rifampicin	Haemophilus influenzae	0.002	0
Roxithromycin	Haemophilus influenzae	0.002	0
Sparfloxacin	Haemophilus influenzae	0.002	0
Telithromycin	Haemophilus influenzae	0.002	0
Tetracycline	Haemophilus influenzae	0.002	0
Tigecycline	Haemophilus influenzae	0.002	0
Tobramycin	Haemophilus influenzae	0.002	0
Trimethoprim	Haemophilus influenzae	0.002	3
Trimethoprim-Sulfamethoxazole	Haemophilus influenzae	0.002	0
Amoxicillin	Haemophilus parainfluenzae	0.002	0
Ampicillin	Haemophilus parainfluenzae	0.002	0
Ampicillin-Sulbactam (ratio)	Haemophilus parainfluenzae	0.002	0
Azithromycin	Haemophilus parainfluenzae	0.002	0
Benzylpenicillin	Haemophilus parainfluenzae	0.002	0
Cefaclor	Haemophilus parainfluenzae	0.002	0
Cefdinir	Haemophilus parainfluenzae	0.002	0
Cefepime	Haemophilus parainfluenzae	0.002	0
Cefixime	Haemophilus parainfluenzae	0.002	0
Cefuroxime	Haemophilus parainfluenzae	0.002	0
Chloramphenicol	Haemophilus parainfluenzae	0.002	0
Ciprofloxacin	Haemophilus parainfluenzae	0.002	0
Clarithromycin	Haemophilus parainfluenzae	0.002	0
Ertapenem	Haemophilus parainfluenzae	0.002	0
Erythromycin	Haemophilus parainfluenzae	0.002	0
Gatifloxacin	Haemophilus parainfluenzae	0.002	0
Imipenem	Haemophilus parainfluenzae	0.002	0
Levofloxacin	Haemophilus parainfluenzae	0.002	0
Moxifloxacin	Haemophilus parainfluenzae	0.002	0
Sparfloxacin	Haemophilus parainfluenzae	0.002	0
Tetracycline	Haemophilus parainfluenzae	0.002	0
Tigecycline	Haemophilus parainfluenzae	0.002	0
Ampicillin	Hafnia alvei	0.002	0
Cefalothin (a.k.a. Cefalotin)	Hafnia alvei	0.002	0
Cefoxitin	Hafnia alvei	0.002	0
Chloramphenicol	Hafnia alvei	0.002	0
Ciprofloxacin	Hafnia alvei	0.002	0
Ertapenem	Hafnia alvei	0.002	0
Gentamicin	Hafnia alvei	0.002	0
Imipenem	Hafnia alvei	0.002	0
Nalidixic acid	Hafnia alvei	0.002	0
Norfloxacin	Hafnia alvei	0.002	0
Streptomycin	Hafnia alvei	0.002	0
Tetracycline	Hafnia alvei	0.002	0
Tobramycin	Hafnia alvei	0.002	0
Amoxicillin	Helicobacter pylori	0.002	4
Ciprofloxacin	Helicobacter pylori	0.002	5
Clarithromycin	Helicobacter pylori	0.002	0
Levofloxacin	Helicobacter pylori	0.002	3
Metronidazole	Helicobacter pylori	0.002	0
Rifampicin	Helicobacter pylori	0.002	0
Tetracycline	Helicobacter pylori	0.002	1
Amikacin	Klebsiella oxytoca	0.002	0
Amoxicillin	Klebsiella oxytoca	0.002	0
